Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MonoDevelop.Debugger.Soft,SoftDebuggerEngine,C:\repos\joncloud_monodevelop\main\src\addins\MonoDevelop.Debugger.Soft\MonoDevelop.Debugger.Soft\SoftDebuggerEngine.cs,CreateDebuggerStartInfo,The length of the statement  "		oper = Runtime.ProcessService.StartConsoleProcess (info.FileName' info.Arguments' info.WorkingDirectory' varsCopy' ExternalConsoleFactory.Instance.CreateConsole (dsi.CloseExternalConsoleOnExit)' null); " is 201.
Long Statement,MonoDevelop.Debugger.Soft,SoftDebuggerEngine,C:\repos\joncloud_monodevelop\main\src\addins\MonoDevelop.Debugger.Soft\MonoDevelop.Debugger.Soft\SoftDebuggerEngine.cs,SetUserAssemblyNames,The length of the statement  "			dsi.LogMessage = GettextCatalog.GetString ("User assembly '{0}' is missing. " + "Debugger will now debug all code' not just user code."' file); " is 143.
Long Statement,MonoDevelop.Debugger.Soft,SoftDebuggerEngine,C:\repos\joncloud_monodevelop\main\src\addins\MonoDevelop.Debugger.Soft\MonoDevelop.Debugger.Soft\SoftDebuggerEngine.cs,SetUserAssemblyNames,The length of the statement  "			dsi.LogMessage = GettextCatalog.GetString ("Could not get assembly name for user assembly '{0}'. " + "Debugger will now debug all code' not just user code."' file); " is 164.
