Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MonoDevelop.Debugger.Soft.AspNet,AspNetSoftDebuggerEngine,C:\repos\joncloud_monodevelop\main\src\addins\MonoDevelop.Debugger.Soft\MonoDevelop.Debugger.Soft.AspNet\AspNetSoftDebuggerEngine.cs,CreateDebuggerStartInfo,The length of the statement  "		throw new UserException (GettextCatalog.GetString ("The \"{0}\" web server cannot be started. Please ensure that it is installed."' xspName)' null); " is 148.
Missing Default,MonoDevelop.Debugger.Soft.AspNet,AspNetSoftDebuggerEngine,C:\repos\joncloud_monodevelop\main\src\addins\MonoDevelop.Debugger.Soft\MonoDevelop.Debugger.Soft.AspNet\AspNetSoftDebuggerEngine.cs,GetFxDir,The following switch statement is missing a default case: switch (version) {  case ClrVersion.Net_1_1:  	return prefix.Combine ("lib"' "mono"' "1.0");  case ClrVersion.Net_2_0:  	return prefix.Combine ("lib"' "mono"' "2.0");  case ClrVersion.Net_4_0:  	var net45Path = prefix.Combine ("lib"' "mono"' "4.5");  	if (Directory.Exists (net45Path) && !MonoDevelop.Core.Platform.IsWindows)  		return net45Path;  	return prefix.Combine ("lib"' "mono"' "4.0");  case ClrVersion.Net_4_5:  	return prefix.Combine ("lib"' "mono"' "4.5");  }  
