Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IMetadataImport,0,62,0,0,0,442,62,1,0,0,0,9
IMetadataImport2,0,70,0,0,0,496,70,0,1,0,0,2
IMetadataAssemblyImport,0,0,0,0,0,93,0,0,0,0,0,0
_COR_VERSION,4,0,0,4,0,8,0,0,0,0,0,1
_LARGE_INTEGER,1,0,0,1,0,5,0,0,0,0,0,0
_SECURITY_ATTRIBUTES,3,0,0,3,0,7,0,0,0,0,0,0
_ULARGE_INTEGER,1,0,0,1,0,5,0,0,0,0,0,0
COR_IL_MAP,3,0,0,3,0,7,0,0,0,0,0,1
CorDebugCreateProcessFlags,0,0,0,0,0,4,0,0,0,0,0,5
CorDebugExceptionCallbackType,0,0,0,0,0,8,0,0,0,0,0,4
CorDebugExceptionUnwindCallbackType,0,0,0,0,0,6,0,0,0,0,0,3
CorDebugRegister,0,0,0,0,0,60,0,0,0,0,0,1
CorDebugUserState,0,0,0,0,0,13,0,0,0,0,0,1
CorElementType,0,0,0,0,0,42,0,0,0,0,0,24
ICorDebug,0,9,0,0,0,22,9,6,0,0,8,2
CorDebug,0,0,0,0,0,4,0,1,1,0,0,0
CorDebugClass,0,9,0,0,9,23,9,0,2,0,8,0
CorDebugManager,0,0,0,0,0,4,0,1,1,0,0,0
CorDebugManagerClass,0,9,0,0,9,23,9,0,2,0,8,0
EmbeddedCLRCorDebug,0,0,0,0,0,4,0,1,1,0,0,0
EmbeddedCLRCorDebugClass,0,9,0,0,9,23,9,0,2,0,8,0
CorDebugThreadState,0,0,0,0,0,5,0,0,0,0,0,6
ICorDebugController,0,10,0,0,0,14,10,2,0,0,5,3
ICorDebugProcess,0,27,0,0,0,31,27,0,1,0,8,15
ICorDebugProcess2,0,7,0,0,0,11,7,0,0,0,3,1
ICorDebugProcessEnum,0,5,0,0,0,10,5,0,1,0,2,5
ICorDebugAppDomain,0,20,0,0,0,24,20,0,1,0,11,9
ICorDebugAppDomain2,0,2,0,0,0,6,2,0,0,0,2,0
ICorDebugAppDomainEnum,0,5,0,0,0,10,5,0,1,0,2,2
ICorDebugAssembly,0,5,0,0,0,9,5,0,0,0,3,8
ICorDebugAssembly2,0,1,0,0,0,5,1,0,0,0,0,0
ICorDebugAssemblyEnum,0,5,0,0,0,10,5,0,1,0,2,2
ICorDebugBreakpoint,0,2,0,0,0,6,2,3,0,0,0,5
ICorDebugBreakpointEnum,0,5,0,0,0,10,5,0,1,0,2,2
