Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,EsccWebTeam.Cms,CmsAuthorisationModule,C:\repos\east-sussex-county-council_Escc.Cms\CmsAuthorisationModule.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Duplicate Abstraction,EsccWebTeam.Cms,CmsAuthorisationModule,C:\repos\east-sussex-county-council_Escc.Cms\CmsAuthorisationModule.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are: CmsAuthorisationModule[10' 33]' CmsCacheModule[9' 32]
Unutilized Abstraction,EsccWebTeam.Cms,CmsCacheModule,C:\repos\east-sussex-county-council_Escc.Cms\CmsCacheModule.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,EsccWebTeam.Cms,CmsEventBehaviours,C:\repos\east-sussex-county-council_Escc.Cms\CmsEventBehaviours.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Imperative Abstraction,EsccWebTeam.Cms,CmsTemplate,C:\repos\east-sussex-county-council_Escc.Cms\CmsTemplate.cs,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: Validate
Unutilized Abstraction,EsccWebTeam.Cms,CmsTemplate,C:\repos\east-sussex-county-council_Escc.Cms\CmsTemplate.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,EsccWebTeam.Cms,NoDocumentsValidator,C:\repos\east-sussex-county-council_Escc.Cms\NoDocumentsValidator.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,EsccWebTeam.Cms,PreviewModeContainer,C:\repos\east-sussex-county-council_Escc.Cms\PreviewModeContainer.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,EsccWebTeam.Cms,CmsTraverser,C:\repos\east-sussex-county-council_Escc.Cms\CmsTraverser.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,EsccWebTeam.Cms,EnforceCmsHostModule,C:\repos\east-sussex-county-council_Escc.Cms\EnforceCmsHostModule.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
