Method,LOC,CC,PC
MidiDevice:midiConnect,1,1,3
MidiDevice:midiDisconnect,1,1,3
MidiDevice:MidiDevice,3,1,0
MidiDevice:MidiDevice,2,1,1
MidiDevice:Connect,6,2,2
MidiDevice:Disconnect,6,2,2
MidiDeviceException:MidiDeviceException,2,1,1
InputDevice:InputDevice,10,2,1
InputDeviceException:midiInGetErrorText,1,1,3
InputDeviceException:InputDeviceException,4,1,1
MidiHeaderBuilder:MidiHeaderBuilder,3,1,0
MidiHeaderBuilder:Build,28,4,0
MidiHeaderBuilder:InitializeBuffer,18,4,1
MidiHeaderBuilder:InitializeBuffer,17,4,1
MidiHeaderBuilder:Destroy,8,2,0
MidiHeaderBuilder:Destroy,5,1,1
NoOpEventArgs:NoOpEventArgs,3,1,1
OutputDevice:midiOutOpen,1,1,5
OutputDevice:midiOutClose,1,1,1
OutputDevice:OutputDevice,7,2,1
OutputDevice:Dispose,18,2,1
OutputDevice:Close,8,2,0
OutputDevice:Reset,9,2,0
OutputDevice:Send,29,2,1
OutputDevice:Send,5,1,1
OutputDevice:Send,10,2,1
OutputDeviceException:midiOutGetErrorText,1,1,3
OutputDeviceException:OutputDeviceException,4,1,1
OutputDeviceBase:midiOutReset,1,1,1
OutputDeviceBase:midiOutShortMsg,1,1,2
OutputDeviceBase:midiOutPrepareHeader,1,1,3
OutputDeviceBase:midiOutUnprepareHeader,1,1,3
OutputDeviceBase:midiOutLongMsg,1,1,3
OutputDeviceBase:midiOutGetDevCaps,1,1,3
OutputDeviceBase:midiOutGetNumDevs,1,1,0
OutputDeviceBase:OutputDeviceBase,2,1,1
OutputDeviceBase:Dispose,6,2,1
OutputDeviceBase:Send,8,2,1
OutputDeviceBase:Send,34,2,1
OutputDeviceBase:Send,8,2,1
OutputDeviceBase:Send,8,2,1
OutputDeviceBase:Reset,20,2,0
OutputDeviceBase:Send,8,1,1
OutputDeviceBase:GetDeviceCapabilities,11,2,1
OutputDeviceBase:HandleMessage,9,4,5
OutputDeviceBase:ReleaseBuffer,16,1,1
OutputDeviceBase:Dispose,10,2,0
KeySignatureBuilder:KeySignatureBuilder,2,1,0
KeySignatureBuilder:KeySignatureBuilder,3,1,1
KeySignatureBuilder:Initialize,111,92,1
KeySignatureBuilder:Build,128,1,0
ChannelMessage:ChannelMessage,11,1,3
ChannelMessage:ChannelMessage,13,1,4
ChannelMessage:ChannelMessage,3,1,1
ChannelMessage:GetHashCode,3,1,0
ChannelMessage:Equals,9,2,1
ChannelMessage:DataBytesPerType,10,2,1
ChannelMessage:UnpackCommand,3,1,1
ChannelMessage:UnpackMidiChannel,3,1,1
ChannelMessage:PackMidiChannel,8,2,2
ChannelMessage:PackCommand,3,1,2
IMidiMessage:GetBytes,1,1,0
ChannelMessageBuilder:ChannelMessageBuilder,6,1,0
ChannelMessageBuilder:ChannelMessageBuilder,3,1,1
