Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NHapiTools.Model.V22.Message,MessageExtensions,C:\repos\dib0_NHapiTools\Model.V22\Message\MessageExtensions.cs,GetAllCLOCK_AND_STATS_WITH_NOTESRecords,The length of the statement  "	return message.GetAllRecords<NMD_N01_CLOCK_AND_STATS_WITH_NOTES> ("CLOCK_AND_STATS_WITH_NOTESRepetitionsUsed"' "GetCLOCK_AND_STATS_WITH_NOTES"); " is 144.
Long Statement,NHapiTools.Model.V22.Message,MessageExtensions,C:\repos\dib0_NHapiTools\Model.V22\Message\MessageExtensions.cs,GetAllCLOCK_AND_STATISTICSRecords,The length of the statement  "	return message.GetAllRecords<NMQ_N02_CLOCK_AND_STATISTICS> ("CLOCK_AND_STATISTICSRepetitionsUsed"' "GetCLOCK_AND_STATISTICS"); " is 126.
Long Statement,NHapiTools.Model.V22.Message,MessageExtensions,C:\repos\dib0_NHapiTools\Model.V22\Message\MessageExtensions.cs,GetCLOCK_AND_STATS_WITH_NOTES_ALTRecords,The length of the statement  "	object[] result = message.GetRecords ("CLOCK_AND_STATS_WITH_NOTES_ALTRepetitionsUsed"' "GetCLOCK_AND_STATS_WITH_NOTES_ALT"); " is 124.
Long Statement,NHapiTools.Model.V22.Message,MessageExtensions,C:\repos\dib0_NHapiTools\Model.V22\Message\MessageExtensions.cs,GetAllCLOCK_AND_STATS_WITH_NOTES_ALTRecords,The length of the statement  "	return message.GetAllRecords<NMR_N02_CLOCK_AND_STATS_WITH_NOTES_ALT> ("CLOCK_AND_STATS_WITH_NOTES_ALTRepetitionsUsed"' "GetCLOCK_AND_STATS_WITH_NOTES_ALT"); " is 156.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetGuarantorPhoneNumberBusinessRecords,The length of the statement  "	object[] result = message.GetRecords ("GuarantorPhoneNumberBusinessRepetitionsUsed"' "GetGuarantorPhoneNumberBusiness"); " is 120.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetCertificationContactPhoneNumberRecords,The length of the statement  "	object[] result = message.GetRecords ("CertificationContactPhoneNumberRepetitionsUsed"' "GetCertificationContactPhoneNumber"); " is 126.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetAllCertificationContactPhoneNumberRecords,The length of the statement  "	return message.GetAllRecords<TN> ("CertificationContactPhoneNumberRepetitionsUsed"' "GetCertificationContactPhoneNumber"); " is 122.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetCertificationAgencyPhoneNumberRecords,The length of the statement  "	object[] result = message.GetRecords ("CertificationAgencyPhoneNumberRepetitionsUsed"' "GetCertificationAgencyPhoneNumber"); " is 124.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetAllCertificationAgencyPhoneNumberRecords,The length of the statement  "	return message.GetAllRecords<TN> ("CertificationAgencyPhoneNumberRepetitionsUsed"' "GetCertificationAgencyPhoneNumber"); " is 120.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetPreCertificationRequiredWindowRecords,The length of the statement  "	object[] result = message.GetRecords ("PreCertificationRequiredWindowRepetitionsUsed"' "GetPreCertificationRequiredWindow"); " is 124.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetAllPreCertificationRequiredWindowRecords,The length of the statement  "	return message.GetAllRecords<CM_PCF> ("PreCertificationRequiredWindowRepetitionsUsed"' "GetPreCertificationRequiredWindow"); " is 124.
Long Statement,NHapiTools.Model.V22.Segment,SegmentExtensions,C:\repos\dib0_NHapiTools\Model.V22\Segment\SegmentExtensions.cs,GetDietSupplementOrPreferenceCodeRecords,The length of the statement  "	object[] result = message.GetRecords ("DietSupplementOrPreferenceCodeRepetitionsUsed"' "GetDietSupplementOrPreferenceCode"); " is 124.
