Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The length of the statement  "	satbrightview.Frame = new RectangleF (0' selectedColorViewHeight + viewSpace' this.View.Bounds.Width' this.View.Bounds.Height - selectedColorViewHeight - selectedColorViewHeight - viewSpace - viewSpace); " is 203.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The length of the statement  "	huewView.Frame = new RectangleF (0' this.View.Bounds.Bottom - selectedColorViewHeight' this.View.Bounds.Width' selectedColorViewHeight); " is 136.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The length of the statement  "	PointF pos2 = new PointF (satbrightview.saturation * satbrightview.Frame.Size.Width' satbrightview.Frame.Size.Height - (satbrightview.brightness * satbrightview.Frame.Size.Height)); " is 181.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The length of the statement  "	satBrightIndicatorView.Frame = new RectangleF (pos2.X - satBrightIndicatorSize.Width / 2' pos2.Y - satBrightIndicatorSize.Height / 2' satBrightIndicatorSize.Width' satBrightIndicatorSize.Height); " is 195.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The length of the statement  "	satBrightIndicatorView.AutoresizingMask = UIViewAutoresizing.FlexibleLeftMargin | UIViewAutoresizing.FlexibleRightMargin | UIViewAutoresizing.FlexibleTopMargin | UIViewAutoresizing.FlexibleBottomMargin; " is 202.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,PositionSatBrightIndicatorView,The length of the statement  "		PointF pos = new PointF (satbrightview.saturation * satbrightview.Frame.Size.Width' satbrightview.Frame.Size.Height - (satbrightview.brightness * satbrightview.Frame.Size.Height)); " is 180.
Long Statement,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,PositionSatBrightIndicatorView,The length of the statement  "		satBrightIndicatorView.Frame = new RectangleF (pos.X - satBrightIndicatorSize.Width / 2' pos.Y - satBrightIndicatorSize.Height / 2' satBrightIndicatorSize.Width' satBrightIndicatorSize.Height); " is 193.
Long Statement,AdvancedColorPicker,HuePickerView,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\HuePickerView.cs,Draw,The length of the statement  "	context.DrawLinearGradient (gradiend' new PointF (rect.Size.Width' 0)' new PointF (0' 0)' CGGradientDrawingOptions.DrawsBeforeStartLocation); " is 141.
Long Statement,AdvancedColorPicker,SatBrightIndicatorView,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\SatBrightIndicatorView.cs,Draw,The length of the statement  "	RectangleF drawRect = new RectangleF (rect.X + margins' rect.Y + margins' rect.Width - margins * 2' rect.Height - margins * 2); " is 127.
Long Statement,AdvancedColorPicker,SaturationBrightnessPickerView,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\SaturationBrightnessPickerView.cs,Draw,The length of the statement  "	context.DrawLinearGradient (gradient' new PointF (rect.Size.Width' 0)' new PointF (0' 0)' CGGradientDrawingOptions.DrawsBeforeStartLocation); " is 141.
Long Statement,AdvancedColorPicker,SaturationBrightnessPickerView,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\SaturationBrightnessPickerView.cs,Draw,The length of the statement  "	context.DrawLinearGradient (gradient' new PointF (0' 0)' new PointF (0' rect.Size.Height)' CGGradientDrawingOptions.DrawsBeforeStartLocation); " is 142.
Magic Number,AdvancedColorPicker,ColorPickerViewController,C:\repos\YiannisBourkelis_AdvancedColorPicker\AdvancedColorPicker\ColorPickerViewController.cs,ViewDidLoad,The following statement contains a magic number: selPrevView.Layer.ShadowOffset = new SizeF (0' 7);  
