Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,ClangSharp.Interop,CXCursor,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXCursor.cs,GetDefinitionSpellingAndExtent,The method has 5 parameters. Parameters: spelling' startLine' startColumn' endLine' endColumn
Long Parameter List,ClangSharp.Interop,CXCursor,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXCursor.cs,GetPlatformAvailability,The method has 5 parameters. Parameters: alwaysDeprecated' deprecatedMessage' alwaysUnavailable' unavailableMessage' availability
Long Parameter List,ClangSharp.Interop,CXIdxLoc,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXIdxLoc.cs,GetFileLocation,The method has 5 parameters. Parameters: indexFile' file' line' column' offset
Long Parameter List,ClangSharp.Interop,CXIndexAction,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXIndexAction.cs,TryIndexSourceFile,The method has 8 parameters. Parameters: clientData' indexCallbacks' indexOptions' sourceFilename' commandLineArgs' unsavedFiles' tu' tuOptions
Long Parameter List,ClangSharp.Interop,CXIndexAction,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXIndexAction.cs,TryIndexSourceFileFullArgv,The method has 8 parameters. Parameters: clientData' indexCallbacks' indexOptions' sourceFilename' commandLineArgs' unsavedFiles' tu' tuOptions
Long Parameter List,ClangSharp.Interop,CXTranslationUnit,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXTranslationUnit.cs,Parse,The method has 5 parameters. Parameters: index' sourceFileName' commandLineArgs' unsavedFiles' options
Long Parameter List,ClangSharp.Interop,CXTranslationUnit,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXTranslationUnit.cs,TryParse,The method has 6 parameters. Parameters: index' sourceFileName' commandLineArgs' unsavedFiles' options' translationUnit
Long Parameter List,ClangSharp.Interop,CXTranslationUnit,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXTranslationUnit.cs,TryParseFullArgv,The method has 6 parameters. Parameters: index' sourceFileName' commandLineArgs' unsavedFiles' options' translationUnit
Long Parameter List,ClangSharp.Interop,CXTranslationUnit,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop.Extensions\CXTranslationUnit.cs,CodeCompleteAt,The method has 5 parameters. Parameters: completeFilename' completeLine' completeColumn' unsavedFiles' options
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,getExpansionLocation,The method has 5 parameters. Parameters: location' file' line' column' offset
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,getInstantiationLocation,The method has 5 parameters. Parameters: location' file' line' column' offset
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,getSpellingLocation,The method has 5 parameters. Parameters: location' file' line' column' offset
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,getFileLocation,The method has 5 parameters. Parameters: location' file' line' column' offset
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,createTranslationUnitFromSourceFile,The method has 6 parameters. Parameters: CIdx' source_filename' num_clang_command_line_args' clang_command_line_args' num_unsaved_files' unsaved_files
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,parseTranslationUnit,The method has 7 parameters. Parameters: CIdx' source_filename' command_line_args' num_command_line_args' unsaved_files' num_unsaved_files' options
Long Parameter List,ClangSharp.Interop,clang,D:\research\architectureSmells\repos\mjsabby_ClangSharp\sources\ClangSharp\Interop\clang.cs,parseTranslationUnit2,The method has 8 parameters. Parameters: CIdx' source_filename' command_line_args' num_command_line_args' unsaved_files' num_unsaved_files' options' out_TU
