Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Sitecore.Ship.AspNet.Publish,InvokePublishingCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Publish\InvokePublishingCommand.cs,HandleRequest,Cyclomatic complexity of the method is 8
Long Identifier,Sitecore.Ship.AspNet,SitecoreShipHttpHandler,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\SitecoreShipHttpHandler.cs,SitecoreShipHttpHandler,The length of the parameter publishingLastCompletedCommand is 30.
Long Statement,Sitecore.Ship.AspNet,AboutCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\AboutCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && context.Request.Url.PathAndQuery.EndsWith ("/services/about"' StringComparison.InvariantCultureIgnoreCase); " is 145.
Long Statement,Sitecore.Ship.AspNet.Package,InstallPackageCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Package\InstallPackageCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && context.Request.Url.PathAndQuery.EndsWith ("/services/package/install"' StringComparison.InvariantCultureIgnoreCase) && context.Request.HttpMethod == "POST"; " is 195.
Long Statement,Sitecore.Ship.AspNet.Package,InstallUploadPackageCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Package\InstallUploadPackageCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && context.Request.Url.PathAndQuery.EndsWith ("/services/package/install/fileupload"' StringComparison.InvariantCultureIgnoreCase) && context.Request.HttpMethod == "POST"; " is 206.
Long Statement,Sitecore.Ship.AspNet.Package,LatestVersionCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Package\LatestVersionCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && context.Request.Url.PathAndQuery.EndsWith (ShipServiceUrl.PackageLatestVersion' StringComparison.InvariantCultureIgnoreCase); " is 163.
Long Statement,Sitecore.Ship.AspNet.Publish,InvokePublishingCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Publish\InvokePublishingCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && IsPublishModeUrl (context.Request.Url.PathAndQuery.ToLowerInvariant ()) && context.Request.HttpMethod == "POST"; " is 150.
Long Statement,Sitecore.Ship.AspNet.Publish,InvokePublishingCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Publish\InvokePublishingCommand.cs,IsPublishModeUrl,The length of the statement  "	return urlPath.EndsWith ("/services/publish/full") || urlPath.EndsWith ("/services/publish/smart") || urlPath.EndsWith ("/services/publish/incremental") || urlPath.EndsWith ("/services/publish/listofitems"); " is 207.
Long Statement,Sitecore.Ship.AspNet.Publish,PublishingLastCompletedCommand,F:\newReposMay17\kevinobee_Sitecore.Ship\src\Sitecore.Ship.AspNet\Publish\PublishingLastCompletedCommand.cs,CanHandle,The length of the statement  "	return context.Request.Url != null && context.Request.Url.PathAndQuery.ToLowerInvariant ().Contains ("/services/publish/lastcompleted"); " is 136.
