Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Feature Concentration,Xerath,Xerath,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ActiveModes' Mode' Config' ItemManager' Program' SpellManager' Damages]' [Extensions]. LCC (Lack of Component Cohesion) = 0.25,Xerath.Extensions,Xerath.ActiveModes' Xerath.Mode' Xerath.Config' Xerath.Damages' Xerath.Extensions' Xerath.ItemManager' Xerath.Program' Xerath.SpellManager
