Implementation smell,Namespace,Class,File,Method,Description
Magic Number,BomSquad.Program,Program,C:\repos\stevecooperorg_BomSquad\Source\BomSquad\BomSquad.Program\Program.cs,Main,The following statement contains a magic number: if (args.Length != 2 || !Directory.Exists (args [0])) {  	Console.WriteLine ("Usage: BomSquad <directoryName>");  	return;  }  
