Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Registration,Registration.Handlers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Registration.Handlers' Registration.ReadModel.Implementation,Registration.Handlers.ConferenceViewModelGenerator' Registration.Handlers.OrderCommandHandler' Registration.Handlers.DraftOrderViewModelGenerator' Registration.Handlers.SeatAssignmentsViewModelGenerator' Registration.ReadModel.Implementation.CachingConferenceDao' Registration.ReadModel.Implementation.OrderDao
Unstable Dependency,Registration,Registration.ReadModel.Implementation,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Registration.Handlers,Registration.ReadModel.Implementation.SeatAssignmentsViewModelGenerator
Ambiguous Interface,Registration,Registration.Commands,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: RegisterToConference,Registration.Commands.RegisterToConference
Feature Concentration,Registration,Registration.Commands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AssignRegistrantDetails]' [CommitSeatReservation' SeatsAvailabilityCommand' MakeSeatReservation' AddSeats' RemoveSeats' CancelSeatReservation]' [ConfirmOrder]' [UnassignSeat]' [AssignSeat]' [ExpireRegistrationProcess]' [RejectOrder]' [MarkSeatsAsReserved]' [RegisterToConference]. LCC (Lack of Component Cohesion) = 0.64,Registration.Commands.AssignRegistrantDetails' Registration.Commands.ConfirmOrder' Registration.Commands.UnassignSeat' Registration.Commands.AssignSeat' Registration.Commands.ExpireRegistrationProcess' Registration.Commands.RejectOrder' Registration.Commands.MarkSeatsAsReserved' Registration.Commands.RegisterToConference
Feature Concentration,Registration,Registration.Handlers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConferenceViewModelGenerator]' [OrderCommandHandler]' [DraftOrderViewModelGenerator]' [SeatAssignmentsHandler]' [SeatAssignmentsViewModelGenerator]' [PricedOrderViewModelGenerator]' [SeatsAvailabilityHandler]. LCC (Lack of Component Cohesion) = 1,Registration.Handlers.OrderCommandHandler' Registration.Handlers.DraftOrderViewModelGenerator' Registration.Handlers.SeatAssignmentsHandler' Registration.Handlers.SeatAssignmentsViewModelGenerator' Registration.Handlers.PricedOrderViewModelGenerator' Registration.Handlers.SeatsAvailabilityHandler
Feature Concentration,Registration,Registration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IPricingService' PricingService' Order' OrderItem' SeatAssignments' SeatAssignment' OrderTotal]' [RegistrationProcessManagerRouter' RegistrationProcessManager' ProcessState]' [SeatsAvailability' SeatDifference' Memento]. LCC (Lack of Component Cohesion) = 0.23,Registration.RegistrationProcessManagerRouter' Registration.RegistrationProcessManager' Registration.ProcessState' Registration.SeatsAvailability' Registration.SeatDifference' Registration.Memento
Feature Concentration,Registration,Registration.ReadModel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConferenceAlias]' [OrderSeat]' [IOrderDao]' [IConferenceDao]' [ConferenceDetails]' [PricedOrder]' [PricedOrderLine]' [OrderSeats]' [SeatTypeName]' [Conference]' [SeatType]' [DraftOrder' States]' [DraftOrderItem]. LCC (Lack of Component Cohesion) = 0.93,Registration.ReadModel.ConferenceAlias' Registration.ReadModel.OrderSeat' Registration.ReadModel.IOrderDao' Registration.ReadModel.IConferenceDao' Registration.ReadModel.ConferenceDetails' Registration.ReadModel.PricedOrder' Registration.ReadModel.PricedOrderLine' Registration.ReadModel.OrderSeats' Registration.ReadModel.SeatTypeName' Registration.ReadModel.Conference' Registration.ReadModel.SeatType' Registration.ReadModel.DraftOrderItem
Feature Concentration,Registration,Registration.ReadModel.Implementation,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CachingConferenceDao]' [OrderDao' ConferenceRegistrationDbContext' ConferenceDao' ConferenceRegistrationDbContextInitializer]' [PricedOrderLineSeatTypeDescription]. LCC (Lack of Component Cohesion) = 0.5,Registration.ReadModel.Implementation.CachingConferenceDao' Registration.ReadModel.Implementation.PricedOrderLineSeatTypeDescription
Scattered Functionality,Registration,Registration.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Registration.ReadModel.Implementation' Infrastructure.Messaging,Registration.ReadModel.Implementation.ConferenceRegistrationDbContext' Infrastructure.Messaging.ICommandBus
Scattered Functionality,Registration,Registration.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Infrastructure.EventSourcing' Registration,Infrastructure.EventSourcing.IEventSourcedRepository' Registration.Order' Registration.SeatAssignments' Registration.SeatsAvailability
Scattered Functionality,Registration,Registration.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Infrastructure.BlobStorage' Infrastructure.Serialization,Infrastructure.BlobStorage.IBlobStorage' Infrastructure.Serialization.ITextSerializer
