Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Aws,DictionaryStorageModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Aws\DictionaryStorageModule.cs,Load,The length of the statement  "	Bind<IDictionaryStorageClient<PhotoMetadata>> ().To<DynamoDbDictionaryStorageClient<PhotoMetadata>> ().InTransientScope ().ConfigureUsing (new AppSettingsConfigurer<DynamoDbDictionaryStorageClient<PhotoMetadata>> ()' new ConnectionStringsConfigurer<DynamoDbDictionaryStorageClient<PhotoMetadata>> ()); " is 301.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Aws,IdentityModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Aws\IdentityModule.cs,Load,The length of the statement  "	Bind<IMantleUserRepository<MantleUser>> ().To<DynamoDbMantleUserRepository> ().InTransientScope ().ConfigureUsing (new ConnectionStringsConfigurer<DynamoDbMantleUserRepository> ()' new AppSettingsConfigurer<DynamoDbMantleUserRepository> ()); " is 241.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Aws,MessagingModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Aws\MessagingModule.cs,Load,The length of the statement  "	Bind<ISubscriberChannel<MessageEnvelope>> ().To<AwsSqsSubscriberChannel<MessageEnvelope>> ().InTransientScope ().Named (ChannelNames.ProcessorChannel).ConfigureUsing (new ConnectionStringsConfigurer<AwsSqsSubscriberChannel<MessageEnvelope>> ()' new AppSettingsConfigurer<AwsSqsSubscriberChannel<MessageEnvelope>> ()); " is 317.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Aws,MessagingModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Aws\MessagingModule.cs,Load,The length of the statement  "	Bind<IPublisherChannel<MessageEnvelope>> ().To<AwsSqsPublisherChannel<MessageEnvelope>> ().InTransientScope ().Named (ChannelNames.SaveImageCommandChannel).ConfigureUsing (new ConnectionStringsConfigurer<AwsSqsPublisherChannel<MessageEnvelope>> ()' new AppSettingsConfigurer<AwsSqsPublisherChannel<MessageEnvelope>> ()); " is 320.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Azure,DictionaryStorageModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Azure\DictionaryStorageModule.cs,Load,The length of the statement  "	Bind<IDictionaryStorageClient<PhotoMetadata>> ().To<AzureTableDictionaryStorageClient<PhotoMetadata>> ().InTransientScope ().ConfigureUsing (new ConnectionStringsConfigurer<AzureTableDictionaryStorageClient<PhotoMetadata>> ()' new AppSettingsConfigurer<AzureTableDictionaryStorageClient<PhotoMetadata>> ()); " is 307.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Azure,IdentityModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Azure\IdentityModule.cs,Load,The length of the statement  "	Bind<IMantleUserRepository<MantleUser>> ().To<DocumentDbMantleUserRepository> ().InTransientScope ().ConfigureUsing (new ConnectionStringsConfigurer<DocumentDbMantleUserRepository> ()' new AppSettingsConfigurer<DocumentDbMantleUserRepository> ()); " is 247.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Azure,MessagingModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Azure\MessagingModule.cs,Load,The length of the statement  "	Bind<ISubscriberChannel<MessageEnvelope>> ().To<AzureStorageQueueSubscriberChannel<MessageEnvelope>> ().InTransientScope ().Named (ChannelNames.ProcessorChannel).ConfigureUsing (new ConnectionStringsConfigurer<AzureStorageQueueSubscriberChannel<MessageEnvelope>> ()' new AppSettingsConfigurer<AzureStorageQueueSubscriberChannel<MessageEnvelope>> ()); " is 350.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Azure,MessagingModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Azure\MessagingModule.cs,Load,The length of the statement  "	Bind<IPublisherChannel<MessageEnvelope>> ().To<AzureStorageQueuePublisherChannel<MessageEnvelope>> ().InTransientScope ().Named (ChannelNames.SaveImageCommandChannel).ConfigureUsing (new ConnectionStringsConfigurer<AzureStorageQueuePublisherChannel<MessageEnvelope>> ()' new AppSettingsConfigurer<AzureStorageQueuePublisherChannel<MessageEnvelope>> ()); " is 353.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Default,MantleModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Default\MantleModule.cs,Load,The length of the statement  "	Bind<ITransientFaultStrategy> ().To<ExponentialBackoffTransientFaultStrategy> ().InTransientScope ().ConfigureUsing (new AppSettingsConfigurer<ExponentialBackoffTransientFaultStrategy> ()); " is 189.
Long Statement,Mantle.PhotoGallery.Processor.Console.Mantle.Profiles.Default,MessagingModule,D:\newReposJune17\caseywatson_Mantle\v1\Mantle\Mantle.PhotoGallery.Processor.Console\Mantle\Profiles\Default\MessagingModule.cs,Load,The length of the statement  "	Bind<ISubscriptionConfiguration> ().To<DefaultSubscriptionConfiguration> ().InSingletonScope ().ConfigureUsing (new AppSettingsConfigurer<DefaultSubscriptionConfiguration> ()); " is 176.
