Method,LOC,CC,PC
Address:Address,3,1,0
Address:get,3,1,1
RegExp:RegExp,3,1,0
RegExp:matchRegexInfo,10,3,2
RegExp:get,17,3,1
XPath:XPath,3,1,0
XPath:get,3,1,1
XPath:getKeys,3,1,1
Article:getKey,3,1,0
Ligne:getKey,3,1,0
ResumeCommande:getKey,3,1,0
Truc:getKey,1,1,0
Truc:getValue,6,1,1
Truc:hasData,8,3,0
DataIntegrator:getEanDetailsAsync,9,1,3
DataIntegrator:eanGetterWorker_DoWork,27,3,2
DataIntegrator:getCommandsListAsync,8,1,2
DataIntegrator:commandsListGetterWorker_DoWork,20,3,2
DataIntegrator:getCommandsDetailsAsync,9,1,3
DataIntegrator:commandsDetailsGetterWorker_DoWork,27,3,2
CsvGenerator:GenerateCsv,15,2,2
CsvGenerator:getCsvLine,11,3,2
CsvGenerator:cleanString,3,1,1
CsvGenerator:getHeader,17,4,1
CsvGenerator:getAdditionalColumnHeader,12,3,0
CsvGenerator:getAdditionalColumnValue,17,3,0
FileWriter:writeToFile,3,1,2
DilicomForm:DilicomForm,8,1,0
DilicomForm:setOpsTabsEnableStatus,4,1,1
DilicomForm:startConnect,8,1,0
DilicomForm:connectWorker_RunWorkerCompleted,3,1,2
DilicomForm:connectWorker_DoWork,4,1,2
DilicomForm:FillAdditionalColumns,15,3,0
DilicomForm:ApplicationLoad,7,1,2
DilicomForm:LoadSettings,8,1,0
DilicomForm:registerHandlers,19,1,0
DilicomForm:RefreshGwIdButton_Click,3,1,2
DilicomForm:RefreshCommandsButton_Click,3,1,2
DilicomForm:ApplicationClosed,3,1,2
DilicomForm:ResetAllButton_Click,7,1,2
DilicomForm:ExportCsvButton_Click,12,3,2
DilicomForm:reloadConfigButton_Click,3,1,2
DilicomForm:disableUI,16,2,2
DilicomForm:enableUI,16,2,2
DilicomForm:updateExportProgressBar,14,2,2
DilicomForm:updateEanExportProgressBar,13,2,2
DilicomForm:updateCommandsExportProgressBar,13,2,2
DilicomForm:exportCommandsCsvDocument,25,4,2
