Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Application,0,3,0,0,1,38,6,0,1,0,2,1
RawCompare,1,3,0,0,2,42,9,0,0,0.33,2,1
RawCompareException,0,1,1,0,1,11,1,0,0,0,0,2
Mp3File,0,3,0,0,1,15,3,0,1,0,1,0
Program,0,1,0,0,0,8,1,0,0,0,1,0
RawFile,0,5,0,0,3,22,13,2,0,0,0,3
ZipFileRecord,0,2,3,0,2,25,2,0,0,0,0,1
ZipFile,1,5,1,0,1,111,17,0,1,0.8,2,0
TypeExtensions,0,1,0,0,1,7,1,0,0,0,0,0
CommandLineParser,1,3,1,0,3,47,9,0,0,0.33,0,1
BinaryReaderExtensions,0,12,0,0,11,74,14,0,0,0,0,0
DosToolsApplication,2,5,0,0,2,36,8,1,0,0.8,1,0
IncompleteAttribute,0,0,0,0,0,4,0,0,0,0,0,0
ExtensionAttribute,0,0,0,0,0,4,0,0,0,0,0,0
