Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,ResourceSharing,ResourceSharingPage,C:\repos\xamarin_xamarin-forms-book-preview-2\Chapter10\ResourceSharing\ResourceSharing\ResourceSharing\ResourceSharingPage.xaml.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Rebellious Hierarchy,ResourceSharing,App,C:\repos\xamarin_xamarin-forms-book-preview-2\Chapter10\ResourceSharing\ResourceSharing\ResourceSharing\App.cs,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: OnStart' OnSleep' OnResume
