Namespace,Type,Method,LOC,CC,PC
StyleHierarchy,App,App,4,1,0
StyleHierarchy,App,OnStart,3,1,0
StyleHierarchy,App,OnSleep,3,1,0
StyleHierarchy,App,OnResume,3,1,0
StyleHierarchy,StyleHierarchyPage,StyleHierarchyPage,3,1,0
