Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ButtonLambdas,ButtonLambdasPage,C:\repos\xamarin_xamarin-forms-book-preview-2\Chapter06\ButtonLambdas\ButtonLambdas\ButtonLambdas\ButtonLambdasPage.cs,ButtonLambdasPage,The following statement contains a magic number: timesButton.Clicked += (sender' args) =>              {                  number *= 2;                  label.Text = number.ToString();              };
Magic Number,ButtonLambdas,ButtonLambdasPage,C:\repos\xamarin_xamarin-forms-book-preview-2\Chapter06\ButtonLambdas\ButtonLambdas\ButtonLambdas\ButtonLambdasPage.cs,ButtonLambdasPage,The following statement contains a magic number: divideButton.Clicked += (sender' args) =>              {                  number /= 2;                  label.Text = number.ToString();              };
