Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_BasicExpandoObject_ResultContainsSelectedFields,The length of the statement  "                new PartialResponsinator(new List<FieldSelectorTreeNode> {new FieldSelectorTreeNode(ExpectedKey.ToLowerInvariant())}' factory); " is 127.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_NullResponseOneEntryFieldSelectorList_ResultNull,The length of the statement  "                new PartialResponsinator(new List<FieldSelectorTreeNode> { new FieldSelectorTreeNode("Member") }' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 158.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_EmptyFieldSelectorListResponseHasValue_ResultNull,The length of the statement  "            var responsinator = new PartialResponsinator(new List<FieldSelectorTreeNode>()' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 140.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_ListOfNulls_ReturnsEmptyList,The length of the statement  "            var partialResponsinator = new PartialResponsinator(partialFieldSelectors' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 135.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_InvalidFieldSelectionOnList_ReturnsEmptyList,The length of the statement  "            var partialResponsinator = new PartialResponsinator(partialFieldSelectors' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 135.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_InvalidFieldSelectionOnFlatObj_ReturnsEmptyDynamic,The length of the statement  "            var partialResponsinator = new PartialResponsinator(partialFieldSelectors' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 135.
Long Statement,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_DtoHasNestedNulList_ReturnsEmptyDynamic,The length of the statement  "            var partialResponsinator = new PartialResponsinator(partialFieldSelectors' MockRepository.GenerateStub<IPropertyValueGetterFactory>()); " is 135.
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,FieldSelectorParserTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\FieldSelectorParserTests.cs,Expand_ComplexNestedFieldString_ReturnsParsedTree,The following statement contains a magic number: Assert.Equal(3' personNode.Children.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,FieldSelectorParserTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\FieldSelectorParserTests.cs,Expand_ComplexNestedFieldString_ReturnsParsedTree,The following statement contains a magic number: Assert.Equal(2' nameNode.Children.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,FieldSelectorParserTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\FieldSelectorParserTests.cs,Expand_ComplexNestedFieldString_ReturnsParsedTree,The following statement contains a magic number: Assert.Equal(2' addressNode.Children.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,FieldSelectorParserTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\FieldSelectorParserTests.cs,Expand_ComplexNestedFieldString_ReturnsParsedTree,The following statement contains a magic number: Assert.Equal(2' linkNode.Children.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_FlatObject_ResultContainsOnlySelectedFields,The following statement contains a magic number: const decimal janeDoeSalary = 100000000581.00m;
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_ComplexObjectWithNestedLists_ResultContainsOnlySelectedFields,The following statement contains a magic number: const decimal janeDoeSalary = 100000000581.00m;
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_RootIsListOfNames_ResultContainsOnlyFirstNames,The following statement contains a magic number: Assert.Equal(2' partialResp.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponsinatorTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponsinatorTests.cs,GetPartialResponse_ListOfMixedWithNulls_ReturnsListWithoutNull,The following statement contains a magic number: Assert.Equal(2' partialResp.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,DefaultPartialResponseConfigTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\DefaultPartialResponseConfigTests.cs,SupportedResponseContentType_DefaultConstructor_DefaultValues,The following statement contains a magic number: Assert.Equal(3' partialResponseConfig.SupportedResponseContentType.Count);
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponseExtensionsTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponseExtensionsTests.cs,ToPartialResponse_NoPartialFieldsSet_ReturnsSameObject,The following statement contains a magic number: const decimal ExpectedSalary = 1234.56m;
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponseExtensionsTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponseExtensionsTests.cs,ToPartialResponse_UnsupportedType_ReturnsSameObject,The following statement contains a magic number: const decimal ExpectedSalary = 1234.56m;
Magic Number,ServiceStack.PartialResponse.ServiceModel.UnitTests,PartialResponseExtensionsTests,D:\research\architectureSmells\repos\AnthonyCarl_ServiceStack.PartialResponse\src\ServiceModel\ServiceStack.PartialResponse.ServiceModel.UnitTests\PartialResponseExtensionsTests.cs,ToPartialResponse_FieldsSetAndSupportedType_ReturnspartialResponse,The following statement contains a magic number: const decimal ExpectedSalary = 1234.56m;
