Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BaseGameEntity,3,5,3,0,4,44,5,2,0,1,3,2
Clock,2,2,1,0,2,18,2,0,0,0.5,0,3
ConsoleUtilities,0,2,0,0,2,14,2,0,0,0,0,3
EntityManager,3,3,1,0,2,47,6,0,0,0.33,1,4
IState,0,4,0,0,0,7,4,9,0,0,1,1
Location,0,0,0,0,0,7,0,0,0,0,0,6
MessageDispatcher,2,5,1,0,2,52,8,0,0,0.6,7,3
MessageType,0,0,0,0,0,5,0,0,0,0,0,4
Miner,7,7,7,1,7,82,7,0,1,0.88,4,6
MinersWife,0,3,3,0,3,28,3,0,1,0,5,5
PriorityQueue,2,3,1,0,3,33,6,0,0,0.17,0,1
Program,0,1,0,0,0,26,3,0,0,0,6,0
StateMachine,0,6,4,0,6,62,11,0,0,0,2,2
Telegram,0,2,5,0,2,31,2,0,0,0,0,15
EatStew,1,5,1,0,4,29,5,0,1,0,2,1
EnterMineAndDigForNugget,1,5,1,0,4,39,8,0,1,0,5,3
GoHomeAndSleepTilRested,1,5,1,0,4,45,10,0,1,0,8,2
QuenchThirst,1,5,1,0,4,38,7,0,1,0,4,1
VisitBankAndDepositGold,1,5,1,0,4,40,7,0,1,0,5,1
CookStew,1,5,1,0,4,41,11,0,1,0,5,1
DoHouseWork,2,5,1,0,4,38,13,0,1,0.8,2,1
VisitBathroom,1,5,1,0,4,29,5,0,1,0,2,1
WifesGlobalState,2,5,1,0,4,36,9,0,1,0.8,5,1
