Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
God Component,CoreLib.Plugin,System.Runtime.CompilerServices,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45,System.Runtime.CompilerServices.NonScriptableAttribute' System.Runtime.CompilerServices.ImportedAttribute' System.Runtime.CompilerServices.IgnoreNamespaceAttribute' System.Runtime.CompilerServices.ResourcesAttribute' System.Runtime.CompilerServices.GlobalMethodsAttribute' System.Runtime.CompilerServices.NamedValuesAttribute' System.Runtime.CompilerServices.NumericValuesAttribute' System.Runtime.CompilerServices.AlternateSignatureAttribute' System.Runtime.CompilerServices.IntrinsicPropertyAttribute' System.Runtime.CompilerServices.PreserveCaseAttribute' System.Runtime.CompilerServices.PreserveNameAttribute' System.Runtime.CompilerServices.MinimizePublicNamesAttribute' System.Runtime.CompilerServices.ScriptSkipAttribute' System.Runtime.CompilerServices.InstanceMethodOnFirstArgumentAttribute' System.Runtime.CompilerServices.GenericArgumentsDefault' System.Runtime.CompilerServices.IncludeGenericArgumentsDefaultAttribute,System.Runtime.CompilerServices.NonScriptableAttribute' System.Runtime.CompilerServices.ImportedAttribute' System.Runtime.CompilerServices.ScriptAssemblyAttribute' System.Runtime.CompilerServices.ScriptQualifierAttribute' System.Runtime.CompilerServices.IgnoreNamespaceAttribute' System.Runtime.CompilerServices.ScriptNamespaceAttribute' System.Runtime.CompilerServices.ResourcesAttribute' System.Runtime.CompilerServices.GlobalMethodsAttribute' System.Runtime.CompilerServices.MixinAttribute' System.Runtime.CompilerServices.NamedValuesAttribute' System.Runtime.CompilerServices.NumericValuesAttribute' System.Runtime.CompilerServices.AlternateSignatureAttribute' System.Runtime.CompilerServices.IntrinsicPropertyAttribute' System.Runtime.CompilerServices.ScriptNameAttribute' System.Runtime.CompilerServices.PreserveCaseAttribute' System.Runtime.CompilerServices.PreserveMemberCaseAttribute' System.Runtime.CompilerServices.PreserveNameAttribute' System.Runtime.CompilerServices.MinimizePublicNamesAttribute' System.Runtime.CompilerServices.ScriptAliasAttribute' System.Runtime.CompilerServices.ScriptSkipAttribute' System.Runtime.CompilerServices.InlineCodeAttribute' System.Runtime.CompilerServices.InstanceMethodOnFirstArgumentAttribute' System.Runtime.CompilerServices.IncludeGenericArgumentsAttribute' System.Runtime.CompilerServices.GenericArgumentsDefault' System.Runtime.CompilerServices.IncludeGenericArgumentsDefaultAttribute' System.Runtime.CompilerServices.IntrinsicOperatorAttribute' System.Runtime.CompilerServices.ExpandParamsAttribute' System.Runtime.CompilerServices.BindThisToFirstParameterAttribute' System.Runtime.CompilerServices.ObjectLiteralAttribute' System.Runtime.CompilerServices.ScriptSharpCompatibilityAttribute' System.Runtime.CompilerServices.DummyTypeUsedToAddAttributeToDefaultValueTypeConstructor' System.Runtime.CompilerServices.ModuleNameAttribute' System.Runtime.CompilerServices.AsyncModuleAttribute' System.Runtime.CompilerServices.AdditionalDependencyAttribute' System.Runtime.CompilerServices.EnumerateAsArrayAttribute' System.Runtime.CompilerServices.InlineConstantAttribute' System.Runtime.CompilerServices.ReflectableAttribute' System.Runtime.CompilerServices.MemberReflectability' System.Runtime.CompilerServices.DefaultMemberReflectabilityAttribute' System.Runtime.CompilerServices.NoInlineAttribute' System.Runtime.CompilerServices.MutableAttribute' System.Runtime.CompilerServices.PluginNameAttribute' System.Runtime.CompilerServices.CustomInitializationAttribute' System.Runtime.CompilerServices.DontGenerateAttribute' System.Runtime.CompilerServices.BackingFieldNameAttribute
Feature Concentration,CoreLib.Plugin,System.Runtime.CompilerServices,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NonScriptableAttribute]' [ImportedAttribute]' [ScriptAssemblyAttribute]' [ScriptQualifierAttribute]' [IgnoreNamespaceAttribute]' [ScriptNamespaceAttribute]' [ResourcesAttribute]' [GlobalMethodsAttribute]' [MixinAttribute]' [NamedValuesAttribute]' [NumericValuesAttribute]' [AlternateSignatureAttribute]' [IntrinsicPropertyAttribute]' [ScriptNameAttribute]' [PreserveCaseAttribute]' [PreserveMemberCaseAttribute]' [PreserveNameAttribute]' [MinimizePublicNamesAttribute]' [ScriptAliasAttribute]' [ScriptSkipAttribute]' [InlineCodeAttribute]' [InstanceMethodOnFirstArgumentAttribute]' [IncludeGenericArgumentsAttribute]' [GenericArgumentsDefault]' [IncludeGenericArgumentsDefaultAttribute]' [IntrinsicOperatorAttribute]' [ExpandParamsAttribute]' [BindThisToFirstParameterAttribute]' [ObjectLiteralAttribute]' [ScriptSharpCompatibilityAttribute]' [DummyTypeUsedToAddAttributeToDefaultValueTypeConstructor]' [ModuleNameAttribute]' [AsyncModuleAttribute]' [AdditionalDependencyAttribute]' [EnumerateAsArrayAttribute]' [InlineConstantAttribute]' [ReflectableAttribute]' [MemberReflectability]' [DefaultMemberReflectabilityAttribute]' [NoInlineAttribute]' [MutableAttribute]' [PluginNameAttribute]' [CustomInitializationAttribute]' [DontGenerateAttribute]' [BackingFieldNameAttribute]. LCC (Lack of Component Cohesion) = 1,System.Runtime.CompilerServices.ImportedAttribute' System.Runtime.CompilerServices.ScriptAssemblyAttribute' System.Runtime.CompilerServices.ScriptQualifierAttribute' System.Runtime.CompilerServices.IgnoreNamespaceAttribute' System.Runtime.CompilerServices.ScriptNamespaceAttribute' System.Runtime.CompilerServices.ResourcesAttribute' System.Runtime.CompilerServices.GlobalMethodsAttribute' System.Runtime.CompilerServices.MixinAttribute' System.Runtime.CompilerServices.NamedValuesAttribute' System.Runtime.CompilerServices.NumericValuesAttribute' System.Runtime.CompilerServices.AlternateSignatureAttribute' System.Runtime.CompilerServices.IntrinsicPropertyAttribute' System.Runtime.CompilerServices.ScriptNameAttribute' System.Runtime.CompilerServices.PreserveCaseAttribute' System.Runtime.CompilerServices.PreserveMemberCaseAttribute' System.Runtime.CompilerServices.PreserveNameAttribute' System.Runtime.CompilerServices.MinimizePublicNamesAttribute' System.Runtime.CompilerServices.ScriptAliasAttribute' System.Runtime.CompilerServices.ScriptSkipAttribute' System.Runtime.CompilerServices.InlineCodeAttribute' System.Runtime.CompilerServices.InstanceMethodOnFirstArgumentAttribute' System.Runtime.CompilerServices.IncludeGenericArgumentsAttribute' System.Runtime.CompilerServices.GenericArgumentsDefault' System.Runtime.CompilerServices.IncludeGenericArgumentsDefaultAttribute' System.Runtime.CompilerServices.IntrinsicOperatorAttribute' System.Runtime.CompilerServices.ExpandParamsAttribute' System.Runtime.CompilerServices.BindThisToFirstParameterAttribute' System.Runtime.CompilerServices.ObjectLiteralAttribute' System.Runtime.CompilerServices.ScriptSharpCompatibilityAttribute' System.Runtime.CompilerServices.DummyTypeUsedToAddAttributeToDefaultValueTypeConstructor' System.Runtime.CompilerServices.ModuleNameAttribute' System.Runtime.CompilerServices.AsyncModuleAttribute' System.Runtime.CompilerServices.AdditionalDependencyAttribute' System.Runtime.CompilerServices.EnumerateAsArrayAttribute' System.Runtime.CompilerServices.InlineConstantAttribute' System.Runtime.CompilerServices.ReflectableAttribute' System.Runtime.CompilerServices.MemberReflectability' System.Runtime.CompilerServices.DefaultMemberReflectabilityAttribute' System.Runtime.CompilerServices.NoInlineAttribute' System.Runtime.CompilerServices.MutableAttribute' System.Runtime.CompilerServices.PluginNameAttribute' System.Runtime.CompilerServices.CustomInitializationAttribute' System.Runtime.CompilerServices.DontGenerateAttribute' System.Runtime.CompilerServices.BackingFieldNameAttribute,System.Runtime.CompilerServices.NonScriptableAttribute' System.Runtime.CompilerServices.ImportedAttribute' System.Runtime.CompilerServices.ScriptAssemblyAttribute' System.Runtime.CompilerServices.ScriptQualifierAttribute' System.Runtime.CompilerServices.IgnoreNamespaceAttribute' System.Runtime.CompilerServices.ScriptNamespaceAttribute' System.Runtime.CompilerServices.ResourcesAttribute' System.Runtime.CompilerServices.GlobalMethodsAttribute' System.Runtime.CompilerServices.MixinAttribute' System.Runtime.CompilerServices.NamedValuesAttribute' System.Runtime.CompilerServices.NumericValuesAttribute' System.Runtime.CompilerServices.AlternateSignatureAttribute' System.Runtime.CompilerServices.IntrinsicPropertyAttribute' System.Runtime.CompilerServices.ScriptNameAttribute' System.Runtime.CompilerServices.PreserveCaseAttribute' System.Runtime.CompilerServices.PreserveMemberCaseAttribute' System.Runtime.CompilerServices.PreserveNameAttribute' System.Runtime.CompilerServices.MinimizePublicNamesAttribute' System.Runtime.CompilerServices.ScriptAliasAttribute' System.Runtime.CompilerServices.ScriptSkipAttribute' System.Runtime.CompilerServices.InlineCodeAttribute' System.Runtime.CompilerServices.InstanceMethodOnFirstArgumentAttribute' System.Runtime.CompilerServices.IncludeGenericArgumentsAttribute' System.Runtime.CompilerServices.GenericArgumentsDefault' System.Runtime.CompilerServices.IncludeGenericArgumentsDefaultAttribute' System.Runtime.CompilerServices.IntrinsicOperatorAttribute' System.Runtime.CompilerServices.ExpandParamsAttribute' System.Runtime.CompilerServices.BindThisToFirstParameterAttribute' System.Runtime.CompilerServices.ObjectLiteralAttribute' System.Runtime.CompilerServices.ScriptSharpCompatibilityAttribute' System.Runtime.CompilerServices.DummyTypeUsedToAddAttributeToDefaultValueTypeConstructor' System.Runtime.CompilerServices.ModuleNameAttribute' System.Runtime.CompilerServices.AsyncModuleAttribute' System.Runtime.CompilerServices.AdditionalDependencyAttribute' System.Runtime.CompilerServices.EnumerateAsArrayAttribute' System.Runtime.CompilerServices.InlineConstantAttribute' System.Runtime.CompilerServices.ReflectableAttribute' System.Runtime.CompilerServices.MemberReflectability' System.Runtime.CompilerServices.DefaultMemberReflectabilityAttribute' System.Runtime.CompilerServices.NoInlineAttribute' System.Runtime.CompilerServices.MutableAttribute' System.Runtime.CompilerServices.PluginNameAttribute' System.Runtime.CompilerServices.CustomInitializationAttribute' System.Runtime.CompilerServices.DontGenerateAttribute' System.Runtime.CompilerServices.BackingFieldNameAttribute
Scattered Functionality,CoreLib.Plugin,CoreLib.Plugin,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: System' System.Collections.Generic,System.String' System.Collections.Generic.ICollection' System.Int32,System.String' System.Collections.Generic.ICollection' System.Int32
