Implementation smell,Namespace,Class,File,Method,Description
Magic Number,System.Data.HashFunction,ELF64,C:\repos\brandondahler_Data.HashFunction\src\ELF64\ELF64.cs,ProcessBytes,The following statement contains a magic number: for (var x = position; x < position + length; ++x )              {                  hash <<= 4;                  hash += dataBytes[x];                    var tmp = hash & 0xF0000000;                    if (tmp != 0)                      hash ^= tmp >> 24;                    hash &= 0x0FFFFFFF;              }
Magic Number,System.Data.HashFunction,ELF64,C:\repos\brandondahler_Data.HashFunction\src\ELF64\ELF64.cs,ProcessBytes,The following statement contains a magic number: for (var x = position; x < position + length; ++x )              {                  hash <<= 4;                  hash += dataBytes[x];                    var tmp = hash & 0xF0000000;                    if (tmp != 0)                      hash ^= tmp >> 24;                    hash &= 0x0FFFFFFF;              }
