Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,MQCloud.Transport.Service.Implementation,Connection,C:\repos\mqcloud_csharp\Transport\TransportService\Implementation\Connection.cs,Connection,The method has 5 parameters.
Long Parameter List,MQCloud.Transport.Service.Implementation,NodesController,C:\repos\mqcloud_csharp\Transport\TransportService\Implementation\NodesController.cs,NodesController,The method has 7 parameters.
Magic Number,MQCloud.Transport.Service.Test,ZmqEventsTest,C:\repos\mqcloud_csharp\Transport\TransportService\Test\ZmqEventsTest.cs,OnMessageToA,The following statement contains a magic number: if (result.FrameCount < 2 || !result [0].Buffer.ToUtf8 ().Equals ("A")) {  	Console.WriteLine ("error on A");  }  
Magic Number,MQCloud.Transport.Service.Test,ZmqEventsTest,C:\repos\mqcloud_csharp\Transport\TransportService\Test\ZmqEventsTest.cs,OnMessageToB,The following statement contains a magic number: if (result.FrameCount < 2 || !result [0].Buffer.ToUtf8 ().Equals ("B")) {  	Console.WriteLine ("error on B");  }  
Magic Number,MQCloud.Transport.Service.Test,ZmqEventsTest,C:\repos\mqcloud_csharp\Transport\TransportService\Test\ZmqEventsTest.cs,OnSender,The following statement contains a magic number: if ((++_sentCounter % 10000) == 0) {  	Console.WriteLine ("sent {0}"' _sentCounter);  }  
