Method,LOC,CC,PC
PreApplicationStartCode:PreStart,6,2,0
RequestLifetimeHttpModule:Init,3,1,1
RequestLifetimeHttpModule:Dispose,3,1,0
UnityDependencyResolver:UnityDependencyResolver,3,1,1
UnityDependencyResolver:GetService,6,2,1
UnityDependencyResolver:GetServices,8,3,1
UnityDependencyResolver:DisposeOfChildContainer,6,2,0
UnityDependencyResolver:IsRegistered,11,3,1
IocExtensions:BindInRequestScope,3,1,1
UnityHelper:Start,6,1,0
UnityHelper:BuildUnityContainer,47,1,1
UnityHelper:CustomBindings,1,1,1
QuartzUnityExtension:Initialize,4,1,0
UnityJobFactory:UnityJobFactory,2,1,0
UnityJobFactory:UnityJobFactory,3,1,1
UnityJobFactory:NewJob,17,3,2
UnityJobFactory:ReturnJob,3,1,1
UnitySchedulerFactory:UnitySchedulerFactory,3,1,1
UnitySchedulerFactory:Instantiate,4,1,2
