Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ExampleApplication,Program,C:\repos\eatfrog_bulletmllib4unity\ExampleApplication\Program.cs,Main,The length of the statement  "		bm.Bullets.ForEach (bullet => Console.WriteLine ("X: {0} Y: {1} Aim: {2} Direction: {3}"' bullet.X' bullet.Y' bullet.GetAngleTowardsPlayer ()' bullet.Direction)); " is 162.
Magic Number,ExampleApplication,Program,C:\repos\eatfrog_bulletmllib4unity\ExampleApplication\Program.cs,Main,The following statement contains a magic number: for (int i = 0; i < 500; i++) {  	emitter.Update (0' 0);  	for (int ii = 0; ii < bm.Bullets.Count; ii++) {  		bm.Bullets [ii].Update ();  	}  	bm.Bullets.ForEach (bullet => Console.WriteLine ("X: {0} Y: {1} Aim: {2} Direction: {3}"' bullet.X' bullet.Y' bullet.GetAngleTowardsPlayer ()' bullet.Direction));  	ConsoleKeyInfo key = Console.ReadKey ();  	if (key.Key == ConsoleKey.Q)  		break;  	else  		Console.WriteLine ("--- Press Q for break or any other key for next step ---");  }  
