Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CasAuthenticatedContext,0,1,2,0,1,31,1,0,0,0,0,3
CasAuthenticationExtensions,0,2,0,0,2,35,4,0,0,0,2,0
CasAuthenticationHandler,2,9,0,0,3,142,28,0,0,0.72,2,1
CasAuthenticationMiddleware,2,3,0,0,1,49,7,0,0,0.33,3,1
CasAuthenticationOptions,0,1,8,0,1,74,1,0,0,0,0,2
CasAuthenticationProvider,0,3,2,0,3,46,3,0,1,0,2,1
CasReturnEndpointContext,0,1,0,0,1,14,1,0,0,0,0,3
ICasAuthenticationProvider,0,2,0,0,0,5,2,1,0,0,2,0
