Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Configuration.Module,DatabaseManager,C:\repos\mauricekoster_testframe-suite\Configuration.Module\DatabaseManager.xaml.cs,btnTestConn_Click,The length of the statement  "		connect_string = "Provider=Microsoft.ACE.OLEDB.12.0;" + "Data Source=" + __list [shortname] + ";" + "Jet OLEDB:Database Password=dummy;Jet OLEDB:Engine Type=5"; " is 160.
Long Statement,Configuration.Module,DatabaseManager,C:\repos\mauricekoster_testframe-suite\Configuration.Module\DatabaseManager.xaml.cs,btnTestConn_Click,The length of the statement  "		connect_string = "Provider=Microsoft.Jet.OLEDB.4.0;" + "Data Source=" + __list [shortname] + ";" + "Jet OLEDB:Database Password=dummy;Jet OLEDB:Engine Type=5"; " is 159.
