Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,de4dot.code,de4dot.code.AssemblyClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.AssemblyClient' de4dot.code,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile
Cyclic Dependency,de4dot.code,de4dot.code.AssemblyClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.AssemblyClient' de4dot.code.deobfuscators' de4dot.code,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile
Cyclic Dependency,de4dot.code,de4dot.code.AssemblyClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.AssemblyClient' de4dot.code' de4dot.code.deobfuscators' de4dot.code,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter
Cyclic Dependency,de4dot.code,de4dot.code.AssemblyClient,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.AssemblyClient' de4dot.code.deobfuscators' de4dot.code' de4dot.code.deobfuscators' de4dot.code,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile,de4dot.code.AssemblyClient.IpcAssemblyServerLoader' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile
Cyclic Dependency,de4dot.code,de4dot.code,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code' de4dot.code.deobfuscators,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter
Cyclic Dependency,de4dot.code,de4dot.code,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code' de4dot.code.renamer' de4dot.code.deobfuscators,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter
Cyclic Dependency,de4dot.code,de4dot.code,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code' de4dot.code.renamer.asmmodules' de4dot.code.renamer' de4dot.code.deobfuscators,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter,de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter
Cyclic Dependency,de4dot.code,de4dot.code.deobfuscators,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.deobfuscators' de4dot.code' de4dot.code.renamer.asmmodules' de4dot.code.renamer' de4dot.code,de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer,de4dot.code.deobfuscators.DeobfuscatorBase' de4dot.code.deobfuscators.DeobUtils' de4dot.code.deobfuscators.IDeobfuscator' de4dot.code.deobfuscators.MethodsDecrypter' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile' de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer
Cyclic Dependency,de4dot.code,de4dot.code.renamer.asmmodules,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.renamer.asmmodules' de4dot.code.renamer' de4dot.code,de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile,de4dot.code.renamer.asmmodules.MethodNameGroups' de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile
Cyclic Dependency,de4dot.code,de4dot.code.renamer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: de4dot.code.renamer' de4dot.code,de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile,de4dot.code.renamer.DerivedFrom' de4dot.code.renamer.ExistingNames' de4dot.code.renamer.ResourceKeysRenamer' de4dot.code.IObfuscatedFile' de4dot.code.ObfuscatedFile
