Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CoreConsoleApp,Program,C:\repos\stackify_stackify-api-dotnet\Src\CoreConsoleApp\Program.cs,Log4NetTest,The length of the statement  "            ILoggerRepository rep = log4net.LogManager.CreateRepository(Assembly.GetEntryAssembly()' typeof(log4net.Repository.Hierarchy.Hierarchy)); " is 137.
Magic Number,CoreConsoleApp,Program,C:\repos\stackify_stackify-api-dotnet\Src\CoreConsoleApp\Program.cs,NLogTest,The following statement contains a magic number: for (int i = 0; i < 100; i++)              {                  //      StackifyLib.Logger.Queue("Debug"' "Test message");                  //System.Threading.Thread.Sleep(1);                  nlog.Debug("Hello");                  //nlog.Debug(new { color = "red"' int1 = 1 });              }
Magic Number,CoreConsoleApp,Program,C:\repos\stackify_stackify-api-dotnet\Src\CoreConsoleApp\Program.cs,Log4NetTest,The following statement contains a magic number: for (int i = 0; i < 100; i++)              {                  //      StackifyLib.Logger.Queue("Debug"' "Test message");                  //System.Threading.Thread.Sleep(1);                  log.Debug(new { color = "red"' int1 = 1 });              }
