Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,ExtensionMethods,ArrayExtensions,F:\newReposMay17\flextry_Telerik-Academy\Programming with C#\4. C# High-Quality Code\04. Correct Use of Variables, Data, Expressions and Constants\02. Extension methods\ArrayExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
