Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,Extensions,Extension,F:\newReposMay17\flextry_Telerik-Academy\Programming with C#\3. C# Object-Oriented Programming\03. Extension Methods, Lambda Expressions and LINQ\01. Substring extension method\Extension.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
