Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Refactoring,Labyrinth,D:\research\architectureSmells\repos\flextry_Telerik-Academy\Programming with C#\4. C# High-Quality Code\05. Control Flow, Conditional Statements and Loops\02. Simplify If-statement\Labyrinth.cs,Main,The following statement contains a magic number: int x = 10;
Magic Number,Refactoring,Labyrinth,D:\research\architectureSmells\repos\flextry_Telerik-Academy\Programming with C#\4. C# High-Quality Code\05. Control Flow, Conditional Statements and Loops\02. Simplify If-statement\Labyrinth.cs,Main,The following statement contains a magic number: int y = 15;
