Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Suteki.TardisBank.Domain,PaymentSchedule,D:\research\architectureSmells\repos1\sharparchitecture_Sharp-Architecture\Samples\TardisBank\Src\Suteki.TardisBank.Domain\PaymentSchedule.cs,PaymentSchedule,The method has 5 parameters. Parameters: nextRun' interval' amount' description' account
Magic Number,Suteki.TardisBank.Domain,PaymentSchedule,D:\research\architectureSmells\repos1\sharparchitecture_Sharp-Architecture\Samples\TardisBank\Src\Suteki.TardisBank.Domain\PaymentSchedule.cs,CalculateNextRunDate,The following statement contains a magic number: switch (this.Interval)              {                  case Interval.Day:                      this.NextRun = this.NextRun.AddDays(1);                      break;                  case Interval.Week:                      this.NextRun = this.NextRun.AddDays(7);                      break;                  case Interval.Month:                      this.NextRun = this.NextRun.AddMonths(1);                      break;              }
Missing Default,Suteki.TardisBank.Domain,PaymentSchedule,D:\research\architectureSmells\repos1\sharparchitecture_Sharp-Architecture\Samples\TardisBank\Src\Suteki.TardisBank.Domain\PaymentSchedule.cs,CalculateNextRunDate,The following switch statement is missing a default case: switch (this.Interval)              {                  case Interval.Day:                      this.NextRun = this.NextRun.AddDays(1);                      break;                  case Interval.Week:                      this.NextRun = this.NextRun.AddDays(7);                      break;                  case Interval.Month:                      this.NextRun = this.NextRun.AddMonths(1);                      break;              }
