Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SharpArch.WebApi.Stubs,TransactionManagerStub,D:\research\architectureSmells\repos1\sharparchitecture_Sharp-Architecture\Samples\SharpArch.WebApi\App\Stubs\TransactionManagerStub.cs,CommitTransaction,The length of the statement  "            _httpContextAccessor.HttpContext.Response.Headers.Add(TransactionIsolationLevel' _transaction.IsolationLevel.ToString()); " is 121.
Long Statement,SharpArch.WebApi.Stubs,TransactionManagerStub,D:\research\architectureSmells\repos1\sharparchitecture_Sharp-Architecture\Samples\SharpArch.WebApi\App\Stubs\TransactionManagerStub.cs,RollbackTransaction,The length of the statement  "            _httpContextAccessor.HttpContext.Response.Headers.Add(TransactionIsolationLevel' _transaction.IsolationLevel.ToString()); " is 121.
