Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ChangeFrequency,0,0,0,0,0,17,0,0,0,0,0,2
EnumSerializer,1,2,0,0,1,17,3,0,0,0,0,1
ISitemapGenerator,0,3,0,0,0,6,3,1,0,0,1,0
StreaWritersFactory,0,1,0,0,1,13,3,0,0,0,5,1
SitemapGeneratorBase,11,6,0,0,5,55,7,0,1,1,4,0
FileSitemapWriter,2,5,0,0,4,31,7,0,1,0.8,2,1
IndexStreamWriter,5,8,0,0,4,60,10,0,1,0.95,1,1
IUrlWriter,0,2,0,0,0,5,2,3,0,0,0,3
SitemapStreamWriter,6,8,0,0,4,64,10,0,1,0.96,3,1
IIndexUrl,0,0,0,0,0,3,0,1,1,0,0,2
IndexUrlBase,0,1,2,0,1,16,1,0,2,0,0,1
ISitemapUrl,0,0,2,0,0,9,0,1,1,0,0,8
IUrl,0,0,2,0,0,9,0,2,0,0,0,0
SitemapUrl,0,3,4,0,3,36,3,0,2,0,1,0
ISitemap,0,1,2,0,0,10,1,1,0,0,1,0
BasicSitemap,1,3,0,0,3,16,3,0,1,1,1,0
ConcurrentSitemap,1,3,0,0,3,16,3,0,1,1,1,0
SitemapBase,0,4,2,0,2,22,4,2,1,0,1,0
