Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AbstractProcess,0,10,0,0,8,147,20,0,0,0,6,1
MyExtensions,0,5,0,0,5,57,6,0,0,0,0,1
DelimFinder,2,2,0,0,2,54,6,0,0,0.75,3,2
FieldParseType,0,0,0,0,0,21,0,0,0,0,0,4
ICtx,0,2,0,0,0,5,2,4,0,0,0,1
EmptyCtx,2,3,0,0,3,27,6,0,1,0.67,3,1
DqCtx,0,2,0,0,2,11,2,0,1,0,0,2
SqCtx,0,2,0,0,2,11,2,0,1,0,0,2
JCtx,0,2,0,0,2,20,5,0,1,0,2,1
DelimParser,4,7,0,0,2,162,28,0,0,0.82,4,1
FieldScript,11,16,0,0,3,229,33,0,0,0.96,1,1
NumberedLine,0,2,3,0,2,33,2,1,0,0,0,3
NumberedRecord,0,3,4,0,1,56,3,0,1,0,1,4
Program,0,7,0,0,0,176,18,0,0,0,7,0
MyProgramArguments,0,2,20,0,1,246,3,0,1,0,1,1
Sampler,2,2,0,0,2,20,4,0,0,1,0,2
Extensions,0,1,0,0,1,10,3,0,0,0,1,0
FileOps,0,6,0,0,6,131,15,0,0,0,0,1
ArgDef,0,1,8,0,1,48,1,0,0,0,0,2
ArgValue,1,3,2,1,3,27,3,0,0,0,0,1
ProgramArguments,4,8,5,0,5,261,46,1,0,0.72,2,0
