Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
Magic Number,Core,PhonewordTranslator,C:\repos\conceptdev_xamarin-samples\Phoneword\Core\Phoneword.cs,TranslateToNumber,The following statement contains a magic number: if ("ABC".Contains(c))                  return 2;              else if ("DEF".Contains(c))                  return 3;              else if ("GHI".Contains(c))                  return 4;              else if ("JKL".Contains(c))                  return 5;              else if ("MNO".Contains(c))                  return 6;              else if ("PQRS".Contains(c))                  return 7;              else if ("TUV".Contains(c))                  return 8;              else if ("WXYZ".Contains(c))                  return 9;
