Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BlingBag,BlingDispatcherBase,F:\newReposMay17\bsommardahl_BlingBag\src\BlingBag\BlingDispatcherBase.cs,InvokeMethod,The length of the statement  "		MethodInfo handlerMethod = invokableObject.GetType ().GetMethods ().FirstOrDefault (x => x.Name == methodName && x.GetParameters ().Any (p => p.ParameterType == methodArg.GetType ())); " is 184.
Long Statement,BlingBag,ImmediateBlingDispatcher,F:\newReposMay17\bsommardahl_BlingBag\src\BlingBag\ImmediateBlingDispatcher.cs,FindHandlers,The length of the statement  "	return Handlers.Where (x => x.GetType ().GetInterfaces ().Any (i => typeof(IBlingHandler).IsAssignableFrom (i) && (i.GenericTypeArguments.Any () && i.GenericTypeArguments [0] == @event.GetType ()))); " is 199.
