Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BlingBag.SampleConsoleApp.FakeDomainLayer.EventHandlers,EmailTheAccountHolderAfterNameChanged,F:\newReposMay17\bsommardahl_BlingBag\src\BlingBag.SampleConsoleApp\FakeDomainLayer\EventHandlers\EmailTheAccountHolderAfterNameChanged.cs,Handle,The length of the statement  "	_emailClient.Send (@event.Account.EmailAddress' "Name Changed"' string.Format ("Your name has been changed from {0} to {1}."' @event.OldName' @event.NewName)); " is 159.
Long Statement,BlingBag.SampleConsoleApp.FakeDomainLayer.EventHandlers,LogThatNameChanged,F:\newReposMay17\bsommardahl_BlingBag\src\BlingBag.SampleConsoleApp\FakeDomainLayer\EventHandlers\LogThatNameChanged.cs,Handle,The length of the statement  "	Console.WriteLine (string.Format ("## (LogThatNameChanged) -- The name '{0}' changed to '{1}'."' @event.OldName' @event.NewName)); " is 130.
Long Statement,BlingBag.SampleConsoleApp.FakeDomainLayer,FakeEmailClient,F:\newReposMay17\bsommardahl_BlingBag\src\BlingBag.SampleConsoleApp\FakeDomainLayer\FakeEmailClient.cs,Send,The length of the statement  "	Console.WriteLine (string.Format ("## (FakeEmailClient) -- Email was sent to {0}. Subject : {1} - Body: {2}"' emailAddress' subject' body)); " is 140.
