Method,LOC,CC,PC
File:File,2,1,1
TextEditor:InitAutoComplete,38,3,0
TextEditor:TextEditor,48,5,0
TextEditor:TextEditor_Load,37,3,2
TextEditor:Editor_TextChanged,41,17,5
TextEditor:RefreshVars,14,4,2
TextEditor:newToolStripMenuItem_Click,7,1,2
TextEditor:openToolStripMenuItem_Click,9,1,2
TextEditor:saveToolStripMenuItem_Click,39,9,3
TextEditor:exitToolStripMenuItem_Click,3,1,2
TextEditor:Editor_Enter,4,2,2
TextEditor:Editor_LinesNeedShown,10,2,2
TextEditor:toolStripMenuItem1_Click,4,1,2
TextEditor:ExportHTML,12,1,0
TextEditor:hTMLToolStripMenuItem_Click,3,1,2
TextEditor:refreshAutoCompletionListToolStripMenuItem_Click,4,1,2
TextEditor:saveNewToolStripMenuItem_Click,37,8,3
TextEditor:Append,3,1,1
TextEditor:Append,3,1,1
TextEditor:Append,3,1,2
TextEditor:AppendLine,3,1,0
TextEditor:AppendLine,6,2,1
TextEditor:AppendLine,3,1,2
TextEditor:AppendAllLines,4,3,1
TextEditor:AppendAllLines,4,3,2
TextEditor:WorkWithColorizedDocument,9,1,1
TextEditor:WorkWithColorizedDocument,8,1,2
TextEditor:ExportBBCode,37,7,0
TextEditor:bBCodeToolStripMenuItem_Click,3,1,2
TextEditor:optionsToolStripMenuItem_Click,3,1,2
TextEditor:preferencesToolStripMenuItem_Click,3,1,2
TextEditor:findToolStripMenuItem_Click,3,1,2
TextEditor:replaceToolStripMenuItem_Click,3,1,2
TextEditor:SaveHtml,2,1,1
TextEditor:textToolStripMenuItem_Click,27,4,2
GlobalOptions:IsWow64Process,1,1,2
GlobalOptions:GlobalOptions,4,1,0
GlobalOptions:InternalCheckIsWow64,14,5,0
GlobalOptions:GetSteamInstall,4,1,1
GlobalOptions:checkBox1_CheckedChanged,12,2,2
GlobalOptions:KSPdir_TextChanged,4,2,2
GlobalOptions:Connect_Click,11,2,2
GlobalOptions:ZoomBar_Scroll,10,2,2
GlobalOptions:SmartIndent_CheckedChanged,3,1,2
GlobalOptions:GlobalOptions_Load,7,3,2
GlobalOptions:GlobalOptions_FormClosing,3,1,2
Psswd:Psswd,5,1,2
Psswd:Psswd,11,5,1
Psswd:Psswd,5,1,0
AppOptions:Load,27,21,1
AppOptions:Save,9,1,1
AppOptions:Default,6,1,0
kFunc:kFunc,3,1,1
LoadScript:LoadScript,10,1,0
LoadScript:LoadScript,14,2,1
LoadScript:OK_Click,4,1,2
LoadScript:Cancel_Click,4,1,2
LoadScript:LoadScript_Load,29,6,2
LoadScript:listView1_SelectedIndexChanged,8,2,2
LoadScript:listView1_DoubleClick,6,1,2
Options:Options,10,2,0
Options:SmartIndent_CheckedChanged,6,2,2
Options:SetFont_Click,8,2,2
Options:ZoomBar_Scroll,24,5,2
OpenedForms:Init,3,1,0
Program:Main,14,2,0
Program:Application_ApplicationExit,3,1,2
Resources:Resources,2,1,0
