Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CacheException,0,2,4,0,0,34,2,2,0,0,0,0
GeneralCacheException,0,2,2,0,2,26,2,0,1,0,0,0
LockException,0,4,2,0,2,25,4,3,1,0,1,0
LockNotFoundException,0,2,1,0,1,14,2,0,2,0,1,1
LockCorruptedException,0,2,1,0,1,14,2,0,2,0,1,1
LockExpiredException,0,2,1,0,1,14,2,0,2,0,1,1
LockResult,4,3,4,0,3,45,3,0,0,0.33,1,2
LockHandleWrapper,0,2,2,0,1,23,2,0,0,0,1,2
LuaResources,2,1,4,0,0,63,1,0,0,0,0,1
RedisClientLockingExtensions,0,2,0,0,2,27,2,0,0,0,1,0
RedisClientTaggingExtensions,1,7,0,0,4,120,18,0,0,0,1,0
StackifyRedisLocker,12,15,4,2,9,325,31,0,0,0.81,3,6
