Implementation smell,Namespace,Class,File,Method,Description
Long Statement,InputWrapperSample,Game1,C:\repos\dmanning23_InputWrapperSample\Windows\..\Source\Game1.cs,Draw,The length of the statement  "	_text.Write ("Input Buffer: " + _inputWrapper.GetBufferedInput ()' position' Justify.Left' 1.0f' Color.White' spriteBatch' _clock); " is 131.
Long Statement,InputWrapperSample,Game1,C:\repos\dmanning23_InputWrapperSample\Windows\..\Source\Game1.cs,Draw,The length of the statement  "	_text.Write ("Input Queue: " + _inputWrapper.ToString ()' position' Justify.Left' 1.0f' Color.White' spriteBatch' _clock); " is 122.
