Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ConfigSectionsSource,1,6,0,0,3,55,12,0,1,0.67,1,1
ConfigurationRegistry,0,1,0,0,1,12,1,0,1,0,1,0
ConnectionStringsSource,0,1,0,0,1,9,2,0,1,0,1,1
AppSettingsSource,0,1,0,0,1,10,2,0,1,0,0,1
ISettingsSource,0,3,0,0,0,6,3,1,0,0,0,1
Settings,4,9,1,3,7,127,15,0,1,0.74,2,5
ISettings,0,5,0,0,0,11,5,1,0,0,0,6
SettingsExtensions,0,2,1,0,2,30,5,0,0,0,6,0
SettingsSource,0,5,1,0,3,28,5,3,1,0,0,0
Entity,0,0,1,0,0,8,0,0,1,0,0,0
IDataContext,0,4,0,0,0,7,4,0,0,0,0,2
IEntity,0,0,0,0,0,3,0,1,0,0,0,0
IObjectState,0,0,1,0,0,8,0,1,0,0,0,0
IRepository,0,0,0,0,0,3,0,1,0,0,0,4
IUnitOfWork,0,8,0,0,0,29,8,1,0,0,0,1
ObjectState,0,0,0,0,0,7,0,0,0,0,0,0
Repository,0,1,2,0,1,16,1,0,1,0,2,0
UnitOfWork,4,20,2,0,8,173,51,0,1,0.86,4,0
FactoryDependencyScope,0,4,1,0,4,37,8,1,0,0,2,0
FactoryDependencyResolver,0,3,0,0,3,14,3,0,1,0,2,0
FactoryExtensions,0,9,0,0,9,52,11,0,0,0,4,0
FactoryFilterProvider,1,2,0,0,2,16,3,0,0,0,1,1
FactoryRegistry,0,0,0,0,0,3,0,7,1,0,0,0
DependencyInjectionRegistry,0,1,0,0,1,12,1,0,2,0,2,0
Factory,3,13,2,1,8,85,16,1,1,0.85,3,12
IFactory,0,6,1,0,0,12,6,1,0,0,0,11
IFactoryRegistry,0,0,0,0,0,3,0,1,0,0,0,1
NamedArgument,0,2,2,0,2,19,2,0,0,0,0,1
AssemblyScannerExtensions,0,2,0,0,2,11,2,0,0,0,2,0
FindRegistriesScannerConvention,0,1,0,0,1,9,2,0,0,0,1,1
SingletonConvention,0,1,0,0,1,10,2,0,0,0,0,1
StructureMapFactory,1,15,0,0,12,175,35,0,2,0.2,7,1
CommonLogger,1,4,0,0,3,50,18,0,1,0.25,1,1
CommonLoggerProvider,0,1,0,0,1,8,1,0,1,0,1,0
DiagnosticsLogger,1,4,0,0,3,50,14,0,1,0.25,1,1
DiagnosticsLoggerProvider,4,8,0,0,3,61,13,0,1,0.75,1,3
DiagnosticsRegistry,0,1,0,0,1,13,1,0,2,0,3,0
ILogger,0,2,0,0,0,5,2,3,0,0,1,8
ILoggerFactory,0,3,0,0,0,6,3,1,0,0,1,11
ILoggerProvider,0,1,0,0,0,4,1,2,0,0,0,3
Logger,3,4,0,0,3,33,6,0,1,0.42,4,2
LoggerExtensions,2,8,0,0,8,53,16,0,0,0,2,0
LoggerFactory,4,3,0,1,3,33,3,0,1,0.33,2,2
LoggerFactoryExtensions,0,2,0,0,2,14,3,0,0,0,1,0
LogLevel,0,0,0,0,0,8,0,0,0,0,0,6
TimedAction,0,2,3,0,2,47,4,0,0,0,1,1
TimedActionResult,0,0,6,0,0,27,0,0,0,0,0,1
StopwatchExtensions,0,1,0,0,1,12,2,0,0,0,0,0
CollectionExtensions,0,6,0,0,6,66,16,0,0,0,0,0
StringExtensions,1,4,0,0,4,39,9,0,0,0,0,0
AutoMapperMapper,2,6,0,0,6,44,9,0,1,0.42,4,2
SetNullIfMinDate,0,1,0,0,1,14,2,0,0,0,0,0
SetNullIfZero,0,1,0,0,1,14,2,0,0,0,0,0
SetNullOnCondition,0,1,0,0,1,7,1,0,0,0,0,0
ICustomMappings,0,1,0,0,0,4,1,0,0,0,0,2
IMapFrom,0,0,0,0,0,3,0,0,0,0,0,2
IMapper,0,2,0,0,0,5,2,1,0,0,0,2
IMapTo,0,0,0,0,0,3,0,0,0,0,0,2
Mapper,1,6,0,0,3,31,8,1,1,0.67,0,0
MapperExtensions,0,4,0,0,4,29,6,0,0,0,4,0
MappingRegistry,0,1,0,0,1,13,1,0,2,0,5,0
ReflectionHelper,3,41,0,0,39,451,109,0,0,0.93,0,2
ReflectionPerformanceTest,0,4,0,0,1,101,4,0,0,0,2,0
CallContextItem,0,2,1,0,2,20,2,0,1,0,0,1
ContextItem,1,2,3,0,1,22,2,1,0,0.5,0,0
HttpContextItem,3,1,2,0,0,34,3,0,0,0,2,1
IRuntimeContext,0,3,1,0,0,9,3,1,0,0,0,6
QueuedDisposable,2,3,0,0,3,19,4,0,0,0.33,0,1
RuntimeContext,3,6,2,1,4,76,12,0,1,0.5,3,1
RuntimeExtensions,0,5,0,0,5,42,9,0,0,0,5,0
RuntimeRegistry,0,1,0,0,1,7,1,0,2,0,2,0
IDataProtector,0,2,0,0,0,5,2,1,0,0,0,1
MachineKeyDataProtector,3,4,0,0,3,25,4,0,1,0.25,1,0
SecurityRegistry,0,1,0,0,1,11,1,0,2,0,1,0
IService,0,0,0,0,0,3,0,1,0,0,0,0
Service,0,1,1,0,0,11,1,3,1,0,1,0
Int32KeyService,0,1,0,0,0,6,1,0,2,0,2,0
GuidKeyService,0,1,0,0,0,6,1,0,2,0,2,0
StringKeyService,0,1,0,0,0,6,1,0,2,0,2,0
SystemWebHelper,1,1,0,0,1,17,3,0,0,0,0,2
