Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ComputeWebJobsSDKBlobStorage,Program,C:\repos\SyntaxC4-MSFT_AzureQuickStartsProjects\Compute\ComputeWebJobsSDKBlob\Program.cs,CreateDemoData,The length of the statement  "            Console.WriteLine("Functions will store logs in the 'azure-webjobs-hosts' container in the specified Azure storage account. The functions take in a TextWriter parameter for logging."); " is 184.
Long Statement,ComputeWebJobsSDKBlobStorage,Program,C:\repos\SyntaxC4-MSFT_AzureQuickStartsProjects\Compute\ComputeWebJobsSDKBlob\Program.cs,CreateDemoData,The length of the statement  "            CloudStorageAccount storageAccount = CloudStorageAccount.Parse(ConfigurationManager.ConnectionStrings["AzureWebJobsStorage"].ConnectionString); " is 143.
Magic Number,ComputeWebJobsSDKBlobStorage,Program,C:\repos\SyntaxC4-MSFT_AzureQuickStartsProjects\Compute\ComputeWebJobsSDKBlob\Program.cs,CreateDemoData,The following statement contains a magic number: Person person = new Person()              {                  Name = "John"'                  Age = 42              };
