Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BrightstarDB.Samples.StoreAdministration.CommitPoints,Program,C:\repos\BrightstarDB_BrightstarDB\samples\Samples\Embedded\StoreAdmin\CommitPoints\Program.cs,ListCommitPoints,The length of the statement  "                Console.WriteLine("#{0}: ID: {1} Commited at: {2}"' commitPointNumber++' commitPointInfo.Id' commitPointInfo.CommitTime); " is 121.
Magic Number,BrightstarDB.Samples.StoreAdministration.CommitPoints,Program,C:\repos\BrightstarDB_BrightstarDB\samples\Samples\Embedded\StoreAdmin\CommitPoints\Program.cs,Main,The following statement contains a magic number: while (!(consolidateJob.JobCompletedOk || consolidateJob.JobCompletedWithErrors))              {                  System.Threading.Thread.Sleep(500);                  consolidateJob = client.GetJobInfo(storeName' consolidateJob.JobId);              }
Magic Number,BrightstarDB.Samples.StoreAdministration.CommitPoints,Program,C:\repos\BrightstarDB_BrightstarDB\samples\Samples\Embedded\StoreAdmin\CommitPoints\Program.cs,ListCommitPoints,The following statement contains a magic number: foreach(var commitPointInfo in client.GetCommitPoints(storeName' 0' 10))              {                  ret.Add(commitPointInfo);                  Console.WriteLine("#{0}: ID: {1} Commited at: {2}"' commitPointNumber++' commitPointInfo.Id' commitPointInfo.CommitTime);                  // Query this commit point                  QueryCommitPoint(client' commitPointInfo);              }
