Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Castle.Facilities.NHibernateIntegration.Components.Dao,INHibernateGenericDao,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Components\Dao\INHibernateGenericDao.cs,FindAll,The method has 5 parameters. Parameters: type' criterias' sortItems' firstRow' maxRows
Long Parameter List,Castle.Facilities.NHibernateIntegration.Components.Dao,INHibernateGenericDao,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Components\Dao\INHibernateGenericDao.cs,FindAllStateless,The method has 5 parameters. Parameters: type' criterias' sortItems' firstRow' maxRows
Long Parameter List,Castle.Facilities.NHibernateIntegration.Components.Dao,NHibernateGenericDao,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Components\Dao\NHibernateGenericDao.cs,FindAll,The method has 5 parameters. Parameters: type' criterias' sortItems' firstRow' maxRows
Long Parameter List,Castle.Facilities.NHibernateIntegration.Components.Dao,NHibernateGenericDao,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Components\Dao\NHibernateGenericDao.cs,FindAllStateless,The method has 5 parameters. Parameters: type' criterias' sortItems' firstRow' maxRows
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter DefaultConfigurationBuilderKey is 30.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter ConfigurationBuilderConfigurationKey is 36.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter DefaultFlushModeConfigurationKey is 32.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter SessionFactoryIdConfigurationKey is 32.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter SessionFactoryAliasConfigurationKey is 35.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter ConfigurationBuilderForFactoryFormat is 36.
Long Identifier,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,,The length of the parameter customConfigurationBuilderType is 30.
Long Identifier,Castle.Facilities.NHibernateIntegration.Builders,DefaultConfigurationBuilder,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Builders\DefaultConfigurationBuilder.cs,,The length of the parameter NHMappingAttributesAssemblyName is 31.
Long Statement,Castle.Facilities.NHibernateIntegration,NHibernateFacility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\NHibernateFacility.cs,RegisterSessionStore,The length of the statement  "			Kernel.Register(Component.For<ISessionStore>().ImplementedBy(facilitySettingConfig.GetSessionStoreType()).Named(SessionStoreKey)); " is 130.
Complex Conditional,Castle.Facilities.NHibernateIntegration.Util,ReflectionUtil,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Util\ReflectionUtil.cs,PropertyHasValue,The conditional expression  "obj == null || prop == null || !prop.CanRead || prop.GetIndexParameters().Length > 0"  is complex.
Complex Conditional,Castle.Facilities.NHibernateIntegration.Util,ReflectionUtil,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Util\ReflectionUtil.cs,IsSimpleType,The conditional expression  "type.IsEnum || type.IsPrimitive || type == typeof (string)  			    || type == typeof (DateTime)"  is complex.
Complex Conditional,Castle.Facilities.NHibernateIntegration.Util,ReflectionUtility,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Util\ReflectionUtility.cs,IsSimpleType,The conditional expression  "type.IsEnum || type.IsPrimitive || type == typeof (string)  			    || type == typeof (DateTime)"  is complex.
Magic Number,Castle.Facilities.NHibernateIntegration.Util,Data,C:\repos\castleproject_Castle.Facilities.NHibernateIntegration-READONLY\src\Castle.Facilities.NHibernateIntegration\Util\FieldInfoCollection.cs,EnsureCapacity,The following statement contains a magic number: int capacity = (Items.Length == 0 ? DefaultCapacity : Items.Length*2);
