Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,PeachFarmerClient,NetworkSslClientConnection,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\NetworkSslClientConnection.cs,NetworkSslClientConnection,The method has 5 parameters. Parameters: host' port' timeout' serverCertData' clientCertData
Long Parameter List,PeachFarmerClient,NetworkSslClientConnection,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\NetworkSslClientConnection.cs,SelectLocalCertificate,The method has 5 parameters. Parameters: sender' targetHost' localCertificates' remoteCertificate' acceptableIssuers
Long Statement,PeachFarmerClient,CommandLineOptions,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\CommandLineOptions.cs,Validate,The length of the statement  "                errorMessage = "Must specify AWSAccessKey' AWSSecretKey' and AWSRegion fields in PeachFarmerClient.exe.config to query AWS."; " is 125.
Long Statement,PeachFarmerClient,NetworkClientConnection,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\NetworkClientConnection.cs,Connect,The length of the statement  "                    throw new TimeoutException(string.Format("Failed to connect to {0}:{1} within {2} seconds."' RemoteAddress' RemotePort' _timeout)); " is 131.
Long Statement,PeachFarmerClient,NetworkSslClientConnection,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\NetworkSslClientConnection.cs,GetStream,The length of the statement  "                _sslStream = new SslStream(base.GetStream()' false' new RemoteCertificateValidationCallback(ValidateCertificate)' new LocalCertificateSelectionCallback(SelectLocalCertificate)); " is 177.
Long Statement,PeachFarmerClient,RemoteWorkerFactory,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\RemoteWorkerFactory.cs,CreateRemoteWorker,The length of the statement  "            NetworkClientConnection networkConnection = _connectionManager.CreateNetworkConnection(workerAddress' PeachFarmerProtocol.FarmerPort); " is 134.
Complex Conditional,PeachFarmerClient,CommandLineOptions,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\CommandLineOptions.cs,Validate,The conditional expression  "UseAws &&                          (string.IsNullOrEmpty(ConfigurationManager.AppSettings["AWSAccessKey"]) ||                           string.IsNullOrEmpty(ConfigurationManager.AppSettings["AWSSecretKey"]) ||                           string.IsNullOrEmpty(ConfigurationManager.AppSettings["AWSRegion"]))"  is complex.
Magic Number,PeachFarmerClient,ConnectionManager,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\ConnectionManager.cs,CreateNetworkConnection,The following statement contains a magic number: const int ConnectionTimeoutInSeconds = 30;
Magic Number,PeachFarmerClient,FilePuller,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\FilePuller.cs,FormatByteCount,The following statement contains a magic number: const int BytesPerMegabyte = 1024 * 1024;
Magic Number,PeachFarmerClient,FilePuller,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\FilePuller.cs,FormatByteCount,The following statement contains a magic number: const int BytesPerMegabyte = 1024 * 1024;
Magic Number,PeachFarmerClient,FilePuller,C:\repos\iSECPartners_PeachFarmer\PeachFarmerClient\FilePuller.cs,FormatByteCount,The following statement contains a magic number: const int BytesPerKilobyte = 1024;
