Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Lesson3Databases,Program,C:\repos\zacharyyates_programming-1\Lesson3Databases\Program.cs,DoThingsTheStupidWay,The length of the statement  "				var power = reader.GetValue (reader.GetOrdinal ("Power")) != DBNull.Value ? (int?)reader.GetValue (reader.GetOrdinal ("Power")) : (int?)null; " is 141.
Long Statement,Lesson3Databases,Program,C:\repos\zacharyyates_programming-1\Lesson3Databases\Program.cs,DoThingsTheStupidWay,The length of the statement  "				var toughness = reader.GetValue (reader.GetOrdinal ("Toughness")) != DBNull.Value ? (int?)reader.GetValue (reader.GetOrdinal ("Toughness")) : (int?)null; " is 153.
Long Statement,Lesson3Databases,Program,C:\repos\zacharyyates_programming-1\Lesson3Databases\Program.cs,DoThingsTheStupidWay,The length of the statement  "				var body = reader.GetValue (reader.GetOrdinal ("Body")) != DBNull.Value ? (string)reader.GetValue (reader.GetOrdinal ("Body")) : null; " is 134.
