Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Forms_App,App,C:\repos\jerrelblankenship_CodeMashMobile\Forms_App\Forms_App\Forms_App\Forms_App\App.cs,GetMainPage,The following statement contains a magic number: return new ContentPage {  	Content = new StackLayout () {  		Spacing = 10'  		VerticalOptions = LayoutOptions.End'  		Orientation = StackOrientation.Horizontal'  		HorizontalOptions = LayoutOptions.Start'  		Children =  {  			lControl'  			bControl  		}  	}'  };  
