Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Day20_Printing,MainPage,D:\research\architectureSmells\repos\csell5_31DaysOfWindows8\source\XAML\Day20-Printing\Day20-Printing\MainPage.xaml.cs,AddOnePrintPreviewPage,The length of the statement  "            double marginWidth = Math.Max(printPageDescription.PageSize.Width - printPageDescription.ImageableRect.Width' printPageDescription.PageSize.Width * left * 2); " is 158.
Long Statement,Day20_Printing,MainPage,D:\research\architectureSmells\repos\csell5_31DaysOfWindows8\source\XAML\Day20-Printing\Day20-Printing\MainPage.xaml.cs,AddOnePrintPreviewPage,The length of the statement  "            double marginHeight = Math.Max(printPageDescription.PageSize.Height - printPageDescription.ImageableRect.Height' printPageDescription.PageSize.Height * top * 2); " is 161.
Magic Number,Day20_Printing,MainPage,D:\research\architectureSmells\repos\csell5_31DaysOfWindows8\source\XAML\Day20-Printing\Day20-Printing\MainPage.xaml.cs,AddOnePrintPreviewPage,The following statement contains a magic number: double marginWidth = Math.Max(printPageDescription.PageSize.Width - printPageDescription.ImageableRect.Width' printPageDescription.PageSize.Width * left * 2);
Magic Number,Day20_Printing,MainPage,D:\research\architectureSmells\repos\csell5_31DaysOfWindows8\source\XAML\Day20-Printing\Day20-Printing\MainPage.xaml.cs,AddOnePrintPreviewPage,The following statement contains a magic number: double marginHeight = Math.Max(printPageDescription.PageSize.Height - printPageDescription.ImageableRect.Height' printPageDescription.PageSize.Height * top * 2);
