Implementation smell,Namespace,Class,File,Method,Description
Long Method,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,InitializeComponent,The method has 106 lines of code.
Long Statement,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,InitializeComponent,The length of the statement  "	System.ComponentModel.ComponentResourceManager resources = new System.ComponentModel.ComponentResourceManager (typeof(MainForm)); " is 129.
Long Statement,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,InitializeComponent,The length of the statement  "	this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(162))))' ((int)(((byte)(0))))' ((int)(((byte)(37))))); " is 127.
Long Statement,Detective,Program,F:\newReposMay17\karno_StarryEyes\Detective\Program.cs,Main,The length of the statement  "				MessageBox.Show ("ログファイルの読み取りに失敗しました。" + Environment.NewLine + "エラー:" + ex.Message' "Krile Error Reporter"' MessageBoxButtons.OK' MessageBoxIcon.Error); " is 152.
Long Statement,Detective,Program,F:\newReposMay17\karno_StarryEyes\Detective\Program.cs,Main,The length of the statement  "	MessageBox.Show ("このソフトウェアはエラーレポートのためにKrileから利用されます。" + Environment.NewLine + "Krileを使うには、krile.exe を起動してください。"' "Krile Error Reporter"' MessageBoxButtons.OK' MessageBoxIcon.Error); " is 181.
Long Statement,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,InitializeComponent,The length of the statement  "	System.ComponentModel.ComponentResourceManager resources = new System.ComponentModel.ComponentResourceManager (typeof(SelfAnalyzedForm)); " is 137.
Long Statement,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,InitializeComponent,The length of the statement  "	this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(100))))' ((int)(((byte)(118))))' ((int)(((byte)(135))))); " is 130.
Long Statement,Detective,SelfAnalyzer,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzer.cs,Analyze,The length of the statement  "	if ((log.Contains ("System.IO.FileLoadException"' StringComparison.CurrentCultureIgnoreCase) || log.Contains ("System.IO.FileNotFoundException"' StringComparison.CurrentCultureIgnoreCase)) && log.Contains ("PublicKeyToken"' StringComparison.CurrentCultureIgnoreCase)) { " is 269.
Long Statement,Detective,SelfAnalyzer,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzer.cs,Analyze,The length of the statement  "	if (log.Contains ("System.Data.SQLite.SQLiteException"' StringComparison.CurrentCultureIgnoreCase) || log.Contains ("StarryEyes.Casket.SqliteCrudException"' StringComparison.CurrentCultureIgnoreCase)) { " is 202.
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,MainForm,The following statement contains a magic number: this.Opacity = 0.2;  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,OnFormLoad,The following statement contains a magic number: this.Opacity = (double)i / 10;  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,OnFormLoad,The following statement contains a magic number: await Task.Run (() => Thread.Sleep (10));  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,DoClose,The following statement contains a magic number: this.Opacity = (double)i / 10;  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,DoClose,The following statement contains a magic number: await Task.Run (() => Thread.Sleep (10));  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(162))))' ((int)(((byte)(0))))' ((int)(((byte)(37)))));  
Magic Number,Detective,MainForm,F:\newReposMay17\karno_StarryEyes\Detective\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(162))))' ((int)(((byte)(0))))' ((int)(((byte)(37)))));  
Magic Number,Detective,Program,F:\newReposMay17\karno_StarryEyes\Detective\Program.cs,Main,The following statement contains a magic number: if (Environment.GetCommandLineArgs ().Length >= 2) {  	var logFilePath = Environment.GetCommandLineArgs () [1];  	if (File.Exists (logFilePath) && Path.GetExtension (logFilePath) == ".crashlog") {  		try {  			ErrorLogData = File.ReadAllText (logFilePath);  			ErrorLogData += Environment.NewLine + Environment.OSVersion.VersionString;  			if (SelfAnalyzer.Analyze (ErrorLogData)) {  				Application.Run (new SelfAnalyzedForm ());  			} else {  				Application.Run (new MainForm ());  			}  			return;  		} catch (Exception ex) {  			MessageBox.Show ("ログファイルの読み取りに失敗しました。" + Environment.NewLine + "エラー:" + ex.Message' "Krile Error Reporter"' MessageBoxButtons.OK' MessageBoxIcon.Error);  		}  	}  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,SelfAnalyzedForm,The following statement contains a magic number: this.Opacity = 0.2;  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,OnFormLoad,The following statement contains a magic number: for (var i = 0; i <= 10; i++) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,OnFormLoad,The following statement contains a magic number: this.Opacity = (double)i / 10;  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,OnFormLoad,The following statement contains a magic number: await Task.Run (() => Thread.Sleep (10));  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,DoClose,The following statement contains a magic number: for (var i = 10; i >= 0; i--) {  	this.Opacity = (double)i / 10;  	await Task.Run (() => Thread.Sleep (10));  }  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,DoClose,The following statement contains a magic number: this.Opacity = (double)i / 10;  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,DoClose,The following statement contains a magic number: await Task.Run (() => Thread.Sleep (10));  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,InitializeComponent,The following statement contains a magic number: this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(100))))' ((int)(((byte)(118))))' ((int)(((byte)(135)))));  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,InitializeComponent,The following statement contains a magic number: this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(100))))' ((int)(((byte)(118))))' ((int)(((byte)(135)))));  
Magic Number,Detective,SelfAnalyzedForm,F:\newReposMay17\karno_StarryEyes\Detective\SelfAnalyzedForm.cs,InitializeComponent,The following statement contains a magic number: this.mainPanel.BackColor = System.Drawing.Color.FromArgb (((int)(((byte)(100))))' ((int)(((byte)(118))))' ((int)(((byte)(135)))));  
