Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AspNet.Identity.RavenDB.Sample.Mvc,MvcApplication,C:\repos\tugberkugurlu_AspNet.Identity.RavenDB\samples\AspNet.Identity.RavenDB.Sample.Mvc\Global.asax.cs,Application_Start,The length of the statement  "            builder.Register(c => c.Resolve<IDocumentStore>().OpenAsyncSession()).As<IAsyncDocumentSession>().InstancePerHttpRequest(); " is 123.
Long Statement,AspNet.Identity.RavenDB.Sample.Mvc,MvcApplication,C:\repos\tugberkugurlu_AspNet.Identity.RavenDB\samples\AspNet.Identity.RavenDB.Sample.Mvc\Global.asax.cs,Application_Start,The length of the statement  "            builder.Register(c => new RavenUserStore<ApplicationUser>(c.Resolve<IAsyncDocumentSession>()' false)).As<IUserStore<ApplicationUser>>().InstancePerHttpRequest(); " is 161.
Long Statement,AspNet.Identity.RavenDB.Sample.Mvc.Controllers,AccountController,C:\repos\tugberkugurlu_AspNet.Identity.RavenDB\samples\AspNet.Identity.RavenDB.Sample.Mvc\Controllers\AccountController.cs,Disassociate,The length of the statement  "            IdentityResult result = await UserManager.RemoveLoginAsync(User.Identity.GetUserId()' new UserLoginInfo(loginProvider' providerKey)); " is 133.
Long Statement,AspNet.Identity.RavenDB.Sample.Mvc.Controllers,AccountController,C:\repos\tugberkugurlu_AspNet.Identity.RavenDB\samples\AspNet.Identity.RavenDB.Sample.Mvc\Controllers\AccountController.cs,Manage,The length of the statement  "                    IdentityResult result = await UserManager.ChangePasswordAsync(User.Identity.GetUserId()' model.OldPassword' model.NewPassword); " is 127.
Long Statement,AspNet.Identity.RavenDB.Sample.Mvc.Controllers,AccountController,C:\repos\tugberkugurlu_AspNet.Identity.RavenDB\samples\AspNet.Identity.RavenDB.Sample.Mvc\Controllers\AccountController.cs,ExternalLoginCallback,The length of the statement  "                return View("ExternalLoginConfirmation"' new ExternalLoginConfirmationViewModel { UserName = loginInfo.DefaultUserName }); " is 122.
