Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TreeTester,MainClass,D:\research\architectureSmells\repos\danvanderboom_Xamarin-Forms-TreeView\Xamarin.Forms.TreeView\TreeTester\Program.cs,Main,The length of the statement  "//            var meetingC200closet = meetingC200.ChildNodes.Add(new Space { Name = "Meeting Room 200 - Closet"' SquareFeet = 150 }); " is 133.
Magic Number,TreeTester,MainClass,D:\research\architectureSmells\repos\danvanderboom_Xamarin-Forms-TreeView\Xamarin.Forms.TreeView\TreeTester\Program.cs,Main,The following statement contains a magic number: var property = new Space { Name = "Industrial Property"' SquareFeet = 150000 };
