Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Feature Concentration,ServiceStack.Server.Core,ServiceStack.Caching,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OrmLiteCacheClient' OrmLiteCacheClient<TCacheEntry>' ICacheEntry' CacheEntry' SqlServerMemoryOptimizedCacheEntry]' [DbExtensions]. LCC (Lack of Component Cohesion) = 0.33,ServiceStack.Caching.DbExtensions,ServiceStack.Caching.OrmLiteCacheClient' ServiceStack.Caching.OrmLiteCacheClient<TCacheEntry>' ServiceStack.Caching.ICacheEntry' ServiceStack.Caching.CacheEntry' ServiceStack.Caching.SqlServerMemoryOptimizedCacheEntry' ServiceStack.Caching.DbExtensions
Scattered Functionality,ServiceStack.Server.Core,ServiceStack,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ServiceStack' ServiceStack.Host,ServiceStack.AppHostExtensions' ServiceStack.Host.ServiceMetadata' ServiceStack.IAppHost' ServiceStack.ServiceStackScripts' ServiceStack.ServiceStackHost,ServiceStack.AppHostExtensions' ServiceStack.Host.ServiceMetadata' ServiceStack.IAppHost' ServiceStack.ServiceStackScripts' ServiceStack.ServiceStackHost
Scattered Functionality,ServiceStack.Server.Core,ServiceStack,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: ServiceStack.Redis' ServiceStack,ServiceStack.Redis.IRedisClientsManager' ServiceStack.ServerEventExtensions' ServiceStack.MemoryServerEvents' ServiceStack.Redis.IRedisPubSubServer,ServiceStack.Redis.IRedisClientsManager' ServiceStack.ServerEventExtensions' ServiceStack.MemoryServerEvents' ServiceStack.Redis.IRedisPubSubServer
