Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ApplicationException,0,4,0,0,3,37,4,0,0,0,0,4
Build,8,1,1,8,0,58,1,0,0,1,0,1
Configuration,2,3,1,0,2,29,3,0,0,0.83,0,3
ConfigurationSectionHelper,0,4,0,0,3,38,5,0,0,0,1,0
Debug,0,3,0,0,2,22,3,0,0,0,1,16
Error,15,8,15,0,4,300,13,0,0,0.85,1,9
ErrorDetailPage,1,5,0,0,0,271,11,0,1,0.4,8,1
ErrorDisplay,0,3,0,0,2,55,7,0,0,0,1,1
ErrorHtmlPage,0,1,0,0,0,32,3,0,1,0,3,1
ErrorJson,0,9,0,0,2,159,23,0,0,0,3,1
ErrorJsonHandler,0,1,1,0,1,35,3,0,0,0,5,1
ErrorLog,3,13,3,0,10,222,23,1,0,1,8,6
ErrorLogDownloadHandler,12,5,1,0,3,416,26,0,0,0.49,4,1
ErrorLogEntry,3,1,3,0,1,55,5,0,0,0,2,10
ErrorLogModule,0,7,1,0,0,109,13,0,1,0,7,0
ErrorLoggedEventArgs,1,1,1,0,1,16,2,0,0,0,1,1
ErrorLogPage,6,13,0,0,0,324,30,0,1,0.76,7,1
ErrorLogPageFactory,2,5,0,0,2,124,19,0,0,0,12,0
IRequestAuthorizationHandler,0,1,0,0,0,4,1,0,0,0,0,1
ErrorPageBase,2,5,4,0,0,129,6,3,0,1,2,0
ErrorSignal,2,6,0,0,5,63,10,0,0,0,1,1
ErrorSignalEventArgs,2,2,2,0,2,28,3,0,0,0.5,1,2
ErrorXml,0,13,0,0,4,289,55,0,0,0,4,1
ErrorXmlHandler,0,1,1,0,1,42,3,0,0,0,5,1
IExceptionFiltering,0,0,0,0,0,4,0,1,0,0,0,0
ExceptionFilterEventArgs,3,2,3,0,2,34,3,0,0,0.5,0,1
HtmlLinkType,15,1,0,15,0,69,1,0,0,1,0,2
HttpModuleBase,0,4,1,0,0,40,6,1,0,0,1,0
HttpModuleRegistry,2,5,0,0,2,146,11,0,0,0,2,2
HttpRequestSecurity,0,2,0,0,1,32,3,0,0,0,0,1
HttpStatus,4,6,3,2,6,58,6,0,0,0.83,1,2
InvariantStringArray,0,4,1,0,3,62,4,0,0,0,1,1
JsonTextWriter,6,19,3,0,13,222,53,0,0,0.89,2,1
Mask,0,3,0,0,2,17,3,0,0,0,0,16
MemoryErrorLog,5,6,1,2,6,211,16,0,1,0.5,3,1
PoweredBy,1,1,2,0,0,150,4,0,0,1,2,1
SecurityConfiguration,3,4,1,1,1,40,4,0,0,0.75,4,1
SimpleServiceProviderFactory,0,2,0,0,1,39,2,0,0,0,3,1
SpeedBar,6,2,0,6,1,85,3,0,0,0,1,2
StringTranslation,0,2,0,0,1,14,2,0,0,0,0,1
SynchronousAsyncResult,6,4,4,0,3,62,6,0,0,0.67,1,1
Class1,0,0,0,0,0,3,0,0,0,0,0,0
ManifestResourceHandler,3,3,1,0,3,38,4,0,0,0.33,2,1
ManifestResourceHelper,0,1,0,0,1,25,4,0,0,0,0,1
AssertionMethodAttribute,0,0,0,0,0,9,0,0,0,0,0,0
AssertionConditionAttribute,1,1,1,0,1,27,1,0,0,0,1,1
AssertionConditionType,0,0,0,0,0,23,0,0,0,0,0,1
