Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.ConnectTheDots.GatewayServiceMonitor,ProcessMonitor,C:\repos\MSOpenTech_connectthedots\Devices\Gateways\GatewayService\ServiceMonitor\ProcessMonitor.cs,Monitor,The length of the statement  "                    Logger.LogInfo( String.Format( "Process '{0}' exited at time {1} with code {2}"' _executableName' t.ExitTime' t.ExitCode ) ); " is 125.
Long Statement,Microsoft.ConnectTheDots.GatewayServiceMonitor,ServiceMonitor,C:\repos\MSOpenTech_connectthedots\Devices\Gateways\GatewayService\ServiceMonitor\ServiceMonitor.cs,Monitor,The length of the statement  "                        Logger.LogInfo( String.Format( "Service '{0}' stopped at time {1} or earlier"' _serviceName' DateTime.Now.ToString( ) ) ); " is 122.
Empty Catch Block,Microsoft.ConnectTheDots.GatewayServiceMonitor,ProcessMonitor,C:\repos\MSOpenTech_connectthedots\Devices\Gateways\GatewayService\ServiceMonitor\ProcessMonitor.cs,Lock,The method has an empty catch block.
