Project,Namespace,Ca types,Ce types
SampleSite,IdentitySample,,IdentitySample.Models.ApplicationDbContext' IdentitySample.Models.ApplicationUserManager' IdentitySample.Models.ApplicationRoleManager' IdentitySample.Models.ApplicationSignInManager' IdentitySample.Models.ApplicationUser
SampleSite,IdentitySample.Models,IdentitySample.Startup' IdentitySample.Controllers.AccountController' IdentitySample.Controllers.ManageController' IdentitySample.Controllers.RolesAdminController' IdentitySample.Controllers.UsersAdminController,
SampleSite,IdentitySample.Controllers,,IdentitySample.Models.ApplicationUserManager' IdentitySample.Models.ApplicationSignInManager' IdentitySample.Models.LoginViewModel' IdentitySample.Models.ApplicationUser' IdentitySample.Models.VerifyCodeViewModel' IdentitySample.Models.RegisterViewModel' IdentitySample.Models.ForgotPasswordViewModel' IdentitySample.Models.ResetPasswordViewModel' IdentitySample.Models.SendCodeViewModel' IdentitySample.Models.ExternalLoginConfirmationViewModel' IdentitySample.Models.IndexViewModel' IdentitySample.Models.AddPhoneNumberViewModel' IdentitySample.Models.VerifyPhoneNumberViewModel' IdentitySample.Models.ChangePasswordViewModel' IdentitySample.Models.SetPasswordViewModel' IdentitySample.Models.ApplicationRoleManager' IdentitySample.Models.ApplicationRole' IdentitySample.Models.RoleViewModel' IdentitySample.Models.EditUserViewModel
