Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
EosBus,2,19,4,0,10,200,24,1,0,0.95,5,2
EosBusCommands,0,0,0,0,0,32,0,0,0,0,0,5
EosBusInterfaceSerial,8,12,4,0,9,240,83,0,1,0.83,4,0
EosBusMaster,14,17,2,0,9,437,45,0,1,0.77,8,0
EosBusSerialBase,4,8,1,0,7,90,15,2,1,0.62,0,0
EosBusStatistics,0,0,4,0,0,34,0,0,0,0,0,2
EosCommandProcessor,1,11,0,0,11,174,92,0,0,0.82,2,0
EosDevice,17,21,14,0,19,467,33,0,0,0.85,3,8
EosDeviceCollection,1,9,2,0,8,68,12,0,0,0.33,1,2
EosDeviceEventArgs,1,1,1,0,1,13,1,0,0,0,1,1
EosLed,2,3,0,0,2,49,3,0,1,0.33,3,0
EosOutput,2,1,2,0,0,40,1,1,0,0,1,0
EosPacket,6,7,9,0,7,180,9,0,0,0.9,1,7
EosPacketEventArgs,1,1,1,0,1,16,1,0,0,0,1,3
EosParser,6,7,0,0,4,176,60,0,0,0.76,4,1
EosParserError,0,0,0,0,0,8,0,0,0,0,0,2
EosParserErrorEventArgs,1,1,1,0,1,23,1,0,0,0,1,2
