Implementation smell,Namespace,Class,File,Method,Description
Magic Number,InactiveUserApplication,MainWindow,C:\repos\OurDemoGroup_Samples\InactiveUserApplication\InactiveUserApplication\MainWindow.xaml.cs,MainWindow,The following statement contains a magic number: activityTimer = new DispatcherTimer {  	Interval = TimeSpan.FromSeconds (10)'  	IsEnabled = true  };  
