Method,LOC,CC,PC
PageBreak:PageBreak,4,1,2
PrintNotesNoteAddin:Initialize,2,1,0
PrintNotesNoteAddin:Shutdown,4,2,0
PrintNotesNoteAddin:OnNoteOpened,10,1,0
PrintNotesNoteAddin:PrintButtonClicked,23,1,2
PrintNotesNoteAddin:CmToPixel,3,1,2
PrintNotesNoteAddin:InchToPixel,3,1,2
PrintNotesNoteAddin:GetParagraphAttributes,61,18,5
PrintNotesNoteAddin:CreateParagraphLayout,36,2,4
PrintNotesNoteAddin:CreatePagenumbersLayout,12,1,3
PrintNotesNoteAddin:CreateTimestampLayout,14,1,1
PrintNotesNoteAddin:ComputeFooterHeight,11,1,1
PrintNotesNoteAddin:OnBeginPrint,48,3,2
PrintNotesNoteAddin:OnDrawPage,102,1,2
PrintNotesNoteAddin:OnEndPrint,6,2,2
