Architecture smell,Project,Namespace,Cause
Unstable Dependency,WebSyncService,Tomboy.WebSync.Api,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Tomboy.WebSync
Feature Concentration,WebSyncService,Tomboy.WebSync.Api,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnonymousConnection' IWebConnection' OAuth' RootInfo' UserInfo' NoteInfo' ResourceReference]' [CertificateManager]. LCC (Lack of Component Cohesion) = 0.25
Feature Concentration,WebSyncService,OAuth,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Base' SignatureType' RequestMethod]' [Extensions' IQueryParameter' QueryParameter]. LCC (Lack of Component Cohesion) = 0.33
