Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Tomboy.RemoveBrokenLinks,RemoveBrokenLinksUtils,C:\repos\GNOME_tomboy\Tomboy\Addins\RemoveBrokenLinks\RemoveBrokenLinksUtils.cs,HighlightWikiWords,The following statement contains a magic number: NoteBuffer.GetBlockExtents (ref note_start'  			                            ref note_end'  			                            80 /* max wiki name */'  			                            broken_link_tag);
