Implementation smell,Namespace,Class,File,Method,Description
Magic Number,TemplateData,TemplateDataHelper,C:\repos\roarkry_ContractTemplateHelper\src\TemplateData\TemplateData.cs,CreateTemplate,The following statement contains a magic number: using (var db = new PricingPortalEntities ()) {  	ContractTemplate newTemplate = new ContractTemplate () {  		CreateDate = DateTime.Now'  		CreateUserId = 16'  		EffectiveDate = DateTime.MinValue'  		EndDate = DateTime.MaxValue'  		TemplateName = templateName'  		HtmlContent = templateHtml'  		ContractTemplateTypeId = templateTypeId  	};  	db.ContractTemplates.Add (newTemplate);  	db.SaveChanges ();  }  
