Project,Namespace,Ca types,Ce types
SendGrid.ASPSamples,SendGrid.ASPSamples,SendGrid.ASPSamples.Controllers.EmailController,SendGrid.ASPSamples.Models.ApplicationUser' SendGrid.ASPSamples.Models.ApplicationDbContext' SendGrid.ASPSamples.Models.EmailContract
SendGrid.ASPSamples,SendGrid.ASPSamples.Controllers,,SendGrid.ASPSamples.SendGridEmailService' SendGrid.ASPSamples.EmailResponse' SendGrid.ASPSamples.Models.EmailContract
SendGrid.ASPSamples,SendGrid.ASPSamples.Models,SendGrid.ASPSamples.SendGridEmailService' SendGrid.ASPSamples.Controllers.EmailController' SendGrid.ASPSamples.ApplicationSignInManager' SendGrid.ASPSamples.Startup,
